fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.000 precision:0.992 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:267 false_negative:0 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.050 precision:0.996 recall:0.935 true_negative_rate:0.472 true_positive:32565 true_negative:126 false_positive:141 false_negative:2266 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.100 precision:0.998 recall:0.779 true_negative_rate:0.846 true_positive:27142 true_negative:226 false_positive:41 false_negative:7689 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.593 true_negative_rate:0.933 true_positive:20640 true_negative:249 false_positive:18 false_negative:14191 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.463 true_negative_rate:0.959 true_positive:16139 true_negative:256 false_positive:11 false_negative:18692 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.387 true_negative_rate:0.966 true_positive:13472 true_negative:258 false_positive:9 false_negative:21359 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.326 true_negative_rate:0.978 true_positive:11348 true_negative:261 false_positive:6 false_negative:23483 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.271 true_negative_rate:0.978 true_positive:9430 true_negative:261 false_positive:6 false_negative:25401 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.225 true_negative_rate:0.978 true_positive:7830 true_negative:261 false_positive:6 false_negative:27001 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.185 true_negative_rate:0.981 true_positive:6427 true_negative:262 false_positive:5 false_negative:28404 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:0.993 true_positive:4975 true_negative:265 false_positive:2 false_negative:29856 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3855 true_negative:267 false_positive:0 false_negative:30976 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2676 true_negative:267 false_positive:0 false_negative:32155 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1704 true_negative:267 false_positive:0 false_negative:33127 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1242 true_negative:267 false_positive:0 false_negative:33589 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:971 true_negative:267 false_positive:0 false_negative:33860 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:661 true_negative:267 false_positive:0 false_negative:34170 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:211 true_negative:267 false_positive:0 false_negative:34620 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:46 true_negative:267 false_positive:0 false_negative:34785 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:267 false_positive:0 false_negative:34818 
fhw_ocount_60_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:267 false_positive:0 false_negative:34830 
