fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.000 precision:0.996 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:154 false_negative:0 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.050 precision:0.997 recall:0.935 true_negative_rate:0.429 true_positive:32554 true_negative:66 false_positive:88 false_negative:2277 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.100 precision:0.998 recall:0.778 true_negative_rate:0.584 true_positive:27106 true_negative:90 false_positive:64 false_negative:7725 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.150 precision:0.998 recall:0.592 true_negative_rate:0.779 true_positive:20614 true_negative:120 false_positive:34 false_negative:14217 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.464 true_negative_rate:0.864 true_positive:16156 true_negative:133 false_positive:21 false_negative:18675 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.388 true_negative_rate:0.935 true_positive:13505 true_negative:144 false_positive:10 false_negative:21326 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.323 true_negative_rate:0.948 true_positive:11264 true_negative:146 false_positive:8 false_negative:23567 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.270 true_negative_rate:0.948 true_positive:9403 true_negative:146 false_positive:8 false_negative:25428 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.224 true_negative_rate:0.961 true_positive:7788 true_negative:148 false_positive:6 false_negative:27043 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.183 true_negative_rate:0.974 true_positive:6389 true_negative:150 false_positive:4 false_negative:28442 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.141 true_negative_rate:0.974 true_positive:4915 true_negative:150 false_positive:4 false_negative:29916 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.550 precision:0.999 recall:0.110 true_negative_rate:0.974 true_positive:3820 true_negative:150 false_positive:4 false_negative:31011 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.600 precision:0.998 recall:0.076 true_negative_rate:0.974 true_positive:2656 true_negative:150 false_positive:4 false_negative:32175 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1706 true_negative:154 false_positive:0 false_negative:33125 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1244 true_negative:154 false_positive:0 false_negative:33587 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:959 true_negative:154 false_positive:0 false_negative:33872 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:639 true_negative:154 false_positive:0 false_negative:34192 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:195 true_negative:154 false_positive:0 false_negative:34636 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:45 true_negative:154 false_positive:0 false_negative:34786 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:154 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:154 false_positive:0 false_negative:34830 
