edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.000 precision:0.960 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:1834 false_negative:0 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.050 precision:0.989 recall:0.704 true_negative_rate:0.812 true_positive:31406 true_negative:1489 false_positive:345 false_negative:13181 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.100 precision:0.995 recall:0.442 true_negative_rate:0.944 true_positive:19716 true_negative:1731 false_positive:103 false_negative:24871 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.305 true_negative_rate:0.993 true_positive:13584 true_negative:1822 false_positive:12 false_negative:31003 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.218 true_negative_rate:0.999 true_positive:9709 true_negative:1832 false_positive:2 false_negative:34878 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:7390 true_negative:1834 false_positive:0 false_negative:37197 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5723 true_negative:1834 false_positive:0 false_negative:38864 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4861 true_negative:1834 false_positive:0 false_negative:39726 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3945 true_negative:1834 false_positive:0 false_negative:40642 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3622 true_negative:1834 false_positive:0 false_negative:40965 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3322 true_negative:1834 false_positive:0 false_negative:41265 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3110 true_negative:1834 false_positive:0 false_negative:41477 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3052 true_negative:1834 false_positive:0 false_negative:41535 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2695 true_negative:1834 false_positive:0 false_negative:41892 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:680 true_negative:1834 false_positive:0 false_negative:43907 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:408 true_negative:1834 false_positive:0 false_negative:44179 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1834 false_positive:0 false_negative:44581 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1834 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1834 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1834 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_13_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1834 false_positive:0 false_negative:44586 
