aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.934 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:2691 false_negative:0 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.050 precision:0.985 recall:0.861 true_negative_rate:0.817 true_positive:32560 true_negative:2199 false_positive:492 false_negative:5235 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.100 precision:0.995 recall:0.720 true_negative_rate:0.945 true_positive:27201 true_negative:2544 false_positive:147 false_negative:10594 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.620 true_negative_rate:0.973 true_positive:23417 true_negative:2617 false_positive:74 false_negative:14378 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.540 true_negative_rate:0.983 true_positive:20399 true_negative:2646 false_positive:45 false_negative:17396 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.990 true_positive:17963 true_negative:2665 false_positive:26 false_negative:19832 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.421 true_negative_rate:0.990 true_positive:15894 true_negative:2665 false_positive:26 false_negative:21901 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.354 true_negative_rate:0.992 true_positive:13391 true_negative:2670 false_positive:21 false_negative:24404 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.400 precision:0.998 recall:0.285 true_negative_rate:0.993 true_positive:10776 true_negative:2673 false_positive:18 false_negative:27019 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.230 true_negative_rate:0.995 true_positive:8685 true_negative:2678 false_positive:13 false_negative:29110 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.183 true_negative_rate:0.999 true_positive:6905 true_negative:2687 false_positive:4 false_negative:30890 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.139 true_negative_rate:0.999 true_positive:5271 true_negative:2689 false_positive:2 false_negative:32524 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.098 true_negative_rate:1.000 true_positive:3709 true_negative:2690 false_positive:1 false_negative:34086 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:2454 true_negative:2691 false_positive:0 false_negative:35341 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:1232 true_negative:2691 false_positive:0 false_negative:36563 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:466 true_negative:2691 false_positive:0 false_negative:37329 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:56 true_negative:2691 false_positive:0 false_negative:37739 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:37 true_negative:2691 false_positive:0 false_negative:37758 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:2691 false_positive:0 false_negative:37771 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:2691 false_positive:0 false_negative:37783 
aces_publicb_ocount_180_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2691 false_positive:0 false_negative:37794 
