aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.880 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:5131 false_negative:0 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.936 recall:0.866 true_negative_rate:0.565 true_positive:32728 true_negative:2898 false_positive:2233 false_negative:5067 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.991 recall:0.720 true_negative_rate:0.951 true_positive:27229 true_negative:4878 false_positive:253 false_negative:10566 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.995 recall:0.619 true_negative_rate:0.976 true_positive:23398 true_negative:5009 false_positive:122 false_negative:14397 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.997 recall:0.542 true_negative_rate:0.986 true_positive:20471 true_negative:5061 false_positive:70 false_negative:17324 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.476 true_negative_rate:0.994 true_positive:18007 true_negative:5098 false_positive:33 false_negative:19788 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.420 true_negative_rate:0.996 true_positive:15862 true_negative:5110 false_positive:21 false_negative:21933 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.354 true_negative_rate:0.997 true_positive:13387 true_negative:5116 false_positive:15 false_negative:24408 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.287 true_negative_rate:0.998 true_positive:10839 true_negative:5119 false_positive:12 false_negative:26956 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.229 true_negative_rate:0.998 true_positive:8668 true_negative:5123 false_positive:8 false_negative:29127 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.184 true_negative_rate:0.999 true_positive:6957 true_negative:5125 false_positive:6 false_negative:30838 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.140 true_negative_rate:0.999 true_positive:5292 true_negative:5127 false_positive:4 false_negative:32503 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3733 true_negative:5131 false_positive:0 false_negative:34062 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:2462 true_negative:5131 false_positive:0 false_negative:35333 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:1266 true_negative:5131 false_positive:0 false_negative:36529 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:469 true_negative:5131 false_positive:0 false_negative:37326 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:51 true_negative:5131 false_positive:0 false_negative:37744 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:32 true_negative:5131 false_positive:0 false_negative:37763 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:5131 false_positive:0 false_negative:37771 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:5131 false_positive:0 false_negative:37783 
aces_publicb_ocount_180_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5131 false_positive:0 false_negative:37794 
