aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.000 precision:0.894 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:4463 false_negative:0 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.050 precision:0.928 recall:0.865 true_negative_rate:0.434 true_positive:32681 true_negative:1936 false_positive:2527 false_negative:5114 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.100 precision:0.988 recall:0.722 true_negative_rate:0.927 true_positive:27291 true_negative:4135 false_positive:328 false_negative:10504 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.150 precision:0.995 recall:0.618 true_negative_rate:0.974 true_positive:23374 true_negative:4348 false_positive:115 false_negative:14421 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.542 true_negative_rate:0.990 true_positive:20480 true_negative:4418 false_positive:45 false_negative:17315 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.477 true_negative_rate:0.997 true_positive:18029 true_negative:4449 false_positive:14 false_negative:19766 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.418 true_negative_rate:0.999 true_positive:15815 true_negative:4460 false_positive:3 false_negative:21980 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.355 true_negative_rate:1.000 true_positive:13428 true_negative:4462 false_positive:1 false_negative:24367 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:10886 true_negative:4463 false_positive:0 false_negative:26909 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8685 true_negative:4463 false_positive:0 false_negative:29110 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.183 true_negative_rate:1.000 true_positive:6922 true_negative:4463 false_positive:0 false_negative:30873 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.139 true_negative_rate:1.000 true_positive:5270 true_negative:4463 false_positive:0 false_negative:32525 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3730 true_negative:4463 false_positive:0 false_negative:34065 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2504 true_negative:4463 false_positive:0 false_negative:35291 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1292 true_negative:4463 false_positive:0 false_negative:36503 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:473 true_negative:4463 false_positive:0 false_negative:37322 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:51 true_negative:4463 false_positive:0 false_negative:37744 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:4463 false_positive:0 false_negative:37762 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:4463 false_positive:0 false_negative:37771 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:4463 false_positive:0 false_negative:37783 
aces_publicb_ocount_120_osize_11_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4463 false_positive:0 false_negative:37794 
