fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.000 precision:0.996 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:137 false_negative:0 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.050 precision:0.997 recall:0.936 true_negative_rate:0.365 true_positive:32611 true_negative:50 false_positive:87 false_negative:2220 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.100 precision:0.999 recall:0.782 true_negative_rate:0.832 true_positive:27224 true_negative:114 false_positive:23 false_negative:7607 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.600 true_negative_rate:0.927 true_positive:20902 true_negative:127 false_positive:10 false_negative:13929 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.468 true_negative_rate:1.000 true_positive:16312 true_negative:137 false_positive:0 false_negative:18519 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.390 true_negative_rate:1.000 true_positive:13593 true_negative:137 false_positive:0 false_negative:21238 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.329 true_negative_rate:1.000 true_positive:11467 true_negative:137 false_positive:0 false_negative:23364 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.274 true_negative_rate:1.000 true_positive:9556 true_negative:137 false_positive:0 false_negative:25275 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.228 true_negative_rate:1.000 true_positive:7956 true_negative:137 false_positive:0 false_negative:26875 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.187 true_negative_rate:1.000 true_positive:6519 true_negative:137 false_positive:0 false_negative:28312 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5068 true_negative:137 false_positive:0 false_negative:29763 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:3922 true_negative:137 false_positive:0 false_negative:30909 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2778 true_negative:137 false_positive:0 false_negative:32053 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1779 true_negative:137 false_positive:0 false_negative:33052 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1290 true_negative:137 false_positive:0 false_negative:33541 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:991 true_negative:137 false_positive:0 false_negative:33840 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:708 true_negative:137 false_positive:0 false_negative:34123 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:267 true_negative:137 false_positive:0 false_negative:34564 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:137 false_positive:0 false_negative:34766 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:137 false_positive:0 false_negative:34816 
fhw_ocount_20_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:137 false_positive:0 false_negative:34830 
