fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.984 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:554 false_negative:0 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.991 recall:0.936 true_negative_rate:0.473 true_positive:32616 true_negative:262 false_positive:292 false_negative:2215 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.100 precision:0.996 recall:0.785 true_negative_rate:0.791 true_positive:27351 true_negative:438 false_positive:116 false_negative:7480 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.602 true_negative_rate:0.895 true_positive:20957 true_negative:496 false_positive:58 false_negative:13874 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.471 true_negative_rate:0.953 true_positive:16418 true_negative:528 false_positive:26 false_negative:18413 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.394 true_negative_rate:0.969 true_positive:13718 true_negative:537 false_positive:17 false_negative:21113 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.331 true_negative_rate:0.980 true_positive:11535 true_negative:543 false_positive:11 false_negative:23296 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.278 true_negative_rate:0.984 true_positive:9668 true_negative:545 false_positive:9 false_negative:25163 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.230 true_negative_rate:0.995 true_positive:8028 true_negative:551 false_positive:3 false_negative:26803 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:0.998 true_positive:6539 true_negative:553 false_positive:1 false_negative:28292 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5029 true_negative:554 false_positive:0 false_negative:29802 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3871 true_negative:554 false_positive:0 false_negative:30960 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2699 true_negative:554 false_positive:0 false_negative:32132 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1722 true_negative:554 false_positive:0 false_negative:33109 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1258 true_negative:554 false_positive:0 false_negative:33573 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:957 true_negative:554 false_positive:0 false_negative:33874 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:667 true_negative:554 false_positive:0 false_negative:34164 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:210 true_negative:554 false_positive:0 false_negative:34621 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:53 true_negative:554 false_positive:0 false_negative:34778 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:554 false_positive:0 false_negative:34818 
fhw_ocount_140_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:554 false_positive:0 false_negative:34830 
