fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.950 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1826 false_negative:0 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.955 recall:0.939 true_negative_rate:0.148 true_positive:32710 true_negative:271 false_positive:1555 false_negative:2121 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.967 recall:0.785 true_negative_rate:0.496 true_positive:27354 true_negative:905 false_positive:921 false_negative:7477 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.984 recall:0.599 true_negative_rate:0.815 true_positive:20868 true_negative:1489 false_positive:337 false_negative:13963 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.995 recall:0.467 true_negative_rate:0.955 true_positive:16269 true_negative:1743 false_positive:83 false_negative:18562 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.387 true_negative_rate:0.980 true_positive:13478 true_negative:1789 false_positive:37 false_negative:21353 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.326 true_negative_rate:0.987 true_positive:11340 true_negative:1802 false_positive:24 false_negative:23491 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.271 true_negative_rate:0.990 true_positive:9438 true_negative:1807 false_positive:19 false_negative:25393 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.998 recall:0.225 true_negative_rate:0.992 true_positive:7821 true_negative:1812 false_positive:14 false_negative:27010 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.183 true_negative_rate:0.997 true_positive:6371 true_negative:1821 false_positive:5 false_negative:28460 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:4899 true_negative:1826 false_positive:0 false_negative:29932 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:3807 true_negative:1826 false_positive:0 false_negative:31024 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2671 true_negative:1826 false_positive:0 false_negative:32160 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1669 true_negative:1826 false_positive:0 false_negative:33162 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1236 true_negative:1826 false_positive:0 false_negative:33595 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:970 true_negative:1826 false_positive:0 false_negative:33861 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:665 true_negative:1826 false_positive:0 false_negative:34166 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:214 true_negative:1826 false_positive:0 false_negative:34617 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:46 true_negative:1826 false_positive:0 false_negative:34785 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1826 false_positive:0 false_negative:34819 
fhw_ocount_60_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1826 false_positive:0 false_negative:34830 
