edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.000 precision:0.773 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:13074 false_negative:0 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.050 precision:0.799 recall:0.728 true_negative_rate:0.377 true_positive:32451 true_negative:4930 false_positive:8144 false_negative:12136 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.100 precision:0.957 recall:0.457 true_negative_rate:0.930 true_positive:20364 true_negative:12158 false_positive:916 false_negative:24223 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.150 precision:0.983 recall:0.308 true_negative_rate:0.982 true_positive:13724 true_negative:12842 false_positive:232 false_negative:30863 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.200 precision:0.991 recall:0.221 true_negative_rate:0.993 true_positive:9873 true_negative:12984 false_positive:90 false_negative:34714 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.250 precision:0.992 recall:0.169 true_negative_rate:0.995 true_positive:7527 true_negative:13013 false_positive:61 false_negative:37060 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.300 precision:0.997 recall:0.134 true_negative_rate:0.999 true_positive:5958 true_negative:13057 false_positive:17 false_negative:38629 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4926 true_negative:13074 false_positive:0 false_negative:39661 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3953 true_negative:13074 false_positive:0 false_negative:40634 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3612 true_negative:13074 false_positive:0 false_negative:40975 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3317 true_negative:13074 false_positive:0 false_negative:41270 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:13074 false_positive:0 false_negative:41478 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3042 true_negative:13074 false_positive:0 false_negative:41545 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2700 true_negative:13074 false_positive:0 false_negative:41887 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:777 true_negative:13074 false_positive:0 false_negative:43810 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:432 true_negative:13074 false_positive:0 false_negative:44155 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:27 true_negative:13074 false_positive:0 false_negative:44560 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:13074 false_positive:0 false_negative:44584 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:13074 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:13074 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_19_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:13074 false_positive:0 false_negative:44586 
