fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.982 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:637 false_negative:0 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.985 recall:0.935 true_negative_rate:0.243 true_positive:32576 true_negative:155 false_positive:482 false_negative:2255 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.991 recall:0.782 true_negative_rate:0.592 true_positive:27221 true_negative:377 false_positive:260 false_negative:7610 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.994 recall:0.597 true_negative_rate:0.797 true_positive:20783 true_negative:508 false_positive:129 false_negative:14048 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.200 precision:0.996 recall:0.469 true_negative_rate:0.893 true_positive:16320 true_negative:569 false_positive:68 false_negative:18511 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.388 true_negative_rate:0.943 true_positive:13525 true_negative:601 false_positive:36 false_negative:21306 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.327 true_negative_rate:0.978 true_positive:11395 true_negative:623 false_positive:14 false_negative:23436 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.272 true_negative_rate:0.989 true_positive:9467 true_negative:630 false_positive:7 false_negative:25364 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.227 true_negative_rate:0.995 true_positive:7913 true_negative:634 false_positive:3 false_negative:26918 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.186 true_negative_rate:0.998 true_positive:6478 true_negative:636 false_positive:1 false_negative:28353 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5022 true_negative:637 false_positive:0 false_negative:29809 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3895 true_negative:637 false_positive:0 false_negative:30936 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.079 true_negative_rate:1.000 true_positive:2748 true_negative:637 false_positive:0 false_negative:32083 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1753 true_negative:637 false_positive:0 false_negative:33078 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1263 true_negative:637 false_positive:0 false_negative:33568 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:981 true_negative:637 false_positive:0 false_negative:33850 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:686 true_negative:637 false_positive:0 false_negative:34145 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:223 true_negative:637 false_positive:0 false_negative:34608 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:57 true_negative:637 false_positive:0 false_negative:34774 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:637 false_positive:0 false_negative:34816 
fhw_ocount_40_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:637 false_positive:0 false_negative:34830 
