fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.981 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:679 false_negative:0 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.990 recall:0.937 true_negative_rate:0.515 true_positive:32639 true_negative:350 false_positive:329 false_negative:2192 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.100 precision:0.995 recall:0.785 true_negative_rate:0.807 true_positive:27330 true_negative:548 false_positive:131 false_negative:7501 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.602 true_negative_rate:0.922 true_positive:20985 true_negative:626 false_positive:53 false_negative:13846 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.468 true_negative_rate:0.965 true_positive:16313 true_negative:655 false_positive:24 false_negative:18518 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.391 true_negative_rate:0.981 true_positive:13608 true_negative:666 false_positive:13 false_negative:21223 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.330 true_negative_rate:0.988 true_positive:11491 true_negative:671 false_positive:8 false_negative:23340 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.276 true_negative_rate:0.993 true_positive:9626 true_negative:674 false_positive:5 false_negative:25205 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.231 true_negative_rate:0.993 true_positive:8040 true_negative:674 false_positive:5 false_negative:26791 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.190 true_negative_rate:0.997 true_positive:6627 true_negative:677 false_positive:2 false_negative:28204 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.148 true_negative_rate:0.999 true_positive:5157 true_negative:678 false_positive:1 false_negative:29674 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.115 true_negative_rate:1.000 true_positive:4014 true_negative:679 false_positive:0 false_negative:30817 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:2871 true_negative:679 false_positive:0 false_negative:31960 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.053 true_negative_rate:1.000 true_positive:1863 true_negative:679 false_positive:0 false_negative:32968 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1319 true_negative:679 false_positive:0 false_negative:33512 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1020 true_negative:679 false_positive:0 false_negative:33811 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:723 true_negative:679 false_positive:0 false_negative:34108 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:306 true_negative:679 false_positive:0 false_negative:34525 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:81 true_negative:679 false_positive:0 false_negative:34750 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:679 false_positive:0 false_negative:34817 
fhw_ocount_120_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:679 false_positive:0 false_negative:34830 
