fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.000 precision:0.974 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:940 false_negative:0 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.050 precision:0.985 recall:0.937 true_negative_rate:0.479 true_positive:32646 true_negative:450 false_positive:490 false_negative:2185 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.100 precision:0.993 recall:0.784 true_negative_rate:0.798 true_positive:27314 true_negative:750 false_positive:190 false_negative:7517 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.150 precision:0.998 recall:0.601 true_negative_rate:0.955 true_positive:20947 true_negative:898 false_positive:42 false_negative:13884 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.469 true_negative_rate:0.987 true_positive:16321 true_negative:928 false_positive:12 false_negative:18510 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.391 true_negative_rate:0.988 true_positive:13630 true_negative:929 false_positive:11 false_negative:21201 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.329 true_negative_rate:0.995 true_positive:11465 true_negative:935 false_positive:5 false_negative:23366 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.275 true_negative_rate:0.995 true_positive:9576 true_negative:935 false_positive:5 false_negative:25255 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.230 true_negative_rate:0.999 true_positive:7996 true_negative:939 false_positive:1 false_negative:26835 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:0.999 true_positive:6555 true_negative:939 false_positive:1 false_negative:28276 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:0.999 true_positive:5080 true_negative:939 false_positive:1 false_negative:29751 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.113 true_negative_rate:0.999 true_positive:3929 true_negative:939 false_positive:1 false_negative:30902 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:0.999 true_positive:2795 true_negative:939 false_positive:1 false_negative:32036 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.650 precision:0.999 recall:0.052 true_negative_rate:0.999 true_positive:1804 true_negative:939 false_positive:1 false_negative:33027 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.700 precision:0.999 recall:0.037 true_negative_rate:0.999 true_positive:1292 true_negative:939 false_positive:1 false_negative:33539 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.750 precision:0.999 recall:0.029 true_negative_rate:0.999 true_positive:1012 true_negative:939 false_positive:1 false_negative:33819 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.800 precision:0.999 recall:0.020 true_negative_rate:0.999 true_positive:711 true_negative:939 false_positive:1 false_negative:34120 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.850 precision:0.996 recall:0.008 true_negative_rate:0.999 true_positive:282 true_negative:939 false_positive:1 false_negative:34549 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:940 false_positive:0 false_negative:34766 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:940 false_positive:0 false_negative:34817 
fhw_ocount_120_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:940 false_positive:0 false_negative:34830 
