fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.000 precision:0.964 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1294 false_negative:0 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.050 precision:0.964 recall:0.935 true_negative_rate:0.058 true_positive:32571 true_negative:75 false_positive:1219 false_negative:2260 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.100 precision:0.961 recall:0.786 true_negative_rate:0.148 true_positive:27365 true_negative:191 false_positive:1103 false_negative:7466 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.150 precision:0.967 recall:0.603 true_negative_rate:0.453 true_positive:21017 true_negative:586 false_positive:708 false_negative:13814 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.200 precision:0.984 recall:0.468 true_negative_rate:0.800 true_positive:16301 true_negative:1035 false_positive:259 false_negative:18530 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.389 true_negative_rate:0.975 true_positive:13554 true_negative:1262 false_positive:32 false_negative:21277 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.328 true_negative_rate:0.990 true_positive:11419 true_negative:1281 false_positive:13 false_negative:23412 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.273 true_negative_rate:0.994 true_positive:9493 true_negative:1286 false_positive:8 false_negative:25338 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.227 true_negative_rate:0.995 true_positive:7919 true_negative:1288 false_positive:6 false_negative:26912 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.187 true_negative_rate:0.995 true_positive:6500 true_negative:1288 false_positive:6 false_negative:28331 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.144 true_negative_rate:0.995 true_positive:5028 true_negative:1288 false_positive:6 false_negative:29803 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.550 precision:0.998 recall:0.111 true_negative_rate:0.995 true_positive:3869 true_negative:1288 false_positive:6 false_negative:30962 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.600 precision:0.999 recall:0.077 true_negative_rate:0.998 true_positive:2669 true_negative:1292 false_positive:2 false_negative:32162 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1733 true_negative:1294 false_positive:0 false_negative:33098 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1260 true_negative:1294 false_positive:0 false_negative:33571 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:962 true_negative:1294 false_positive:0 false_negative:33869 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:671 true_negative:1294 false_positive:0 false_negative:34160 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:222 true_negative:1294 false_positive:0 false_negative:34609 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:54 true_negative:1294 false_positive:0 false_negative:34777 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:1294 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_17_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1294 false_positive:0 false_negative:34830 
