aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.994 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:218 false_negative:0 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.999 recall:0.857 true_negative_rate:0.789 true_positive:32397 true_negative:172 false_positive:46 false_negative:5398 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.100 precision:1.000 recall:0.717 true_negative_rate:0.954 true_positive:27109 true_negative:208 false_positive:10 false_negative:10686 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.618 true_negative_rate:0.954 true_positive:23357 true_negative:208 false_positive:10 false_negative:14438 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.954 true_positive:20406 true_negative:208 false_positive:10 false_negative:17389 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:0.968 true_positive:17960 true_negative:211 false_positive:7 false_negative:19835 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.421 true_negative_rate:1.000 true_positive:15906 true_negative:218 false_positive:0 false_negative:21889 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13477 true_negative:218 false_positive:0 false_negative:24318 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10812 true_negative:218 false_positive:0 false_negative:26983 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8699 true_negative:218 false_positive:0 false_negative:29096 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6948 true_negative:218 false_positive:0 false_negative:30847 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5308 true_negative:218 false_positive:0 false_negative:32487 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3756 true_negative:218 false_positive:0 false_negative:34039 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2519 true_negative:218 false_positive:0 false_negative:35276 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1295 true_negative:218 false_positive:0 false_negative:36500 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:505 true_negative:218 false_positive:0 false_negative:37290 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:62 true_negative:218 false_positive:0 false_negative:37733 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:218 false_positive:0 false_negative:37760 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:218 false_positive:0 false_negative:37770 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:218 false_positive:0 false_negative:37783 
aces_publicb_ocount_40_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:218 false_positive:0 false_negative:37794 
