fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.000 precision:0.965 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1245 false_negative:0 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.050 precision:0.973 recall:0.937 true_negative_rate:0.278 true_positive:32621 true_negative:346 false_positive:899 false_negative:2210 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.100 precision:0.984 recall:0.780 true_negative_rate:0.637 true_positive:27181 true_negative:793 false_positive:452 false_negative:7650 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.150 precision:0.987 recall:0.599 true_negative_rate:0.785 true_positive:20850 true_negative:977 false_positive:268 false_negative:13981 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.200 precision:0.993 recall:0.466 true_negative_rate:0.910 true_positive:16229 true_negative:1133 false_positive:112 false_negative:18602 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.388 true_negative_rate:0.973 true_positive:13516 true_negative:1212 false_positive:33 false_negative:21315 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.326 true_negative_rate:0.992 true_positive:11343 true_negative:1235 false_positive:10 false_negative:23488 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.271 true_negative_rate:0.992 true_positive:9438 true_negative:1235 false_positive:10 false_negative:25393 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.226 true_negative_rate:0.992 true_positive:7859 true_negative:1235 false_positive:10 false_negative:26972 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.185 true_negative_rate:0.994 true_positive:6449 true_negative:1237 false_positive:8 false_negative:28382 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.143 true_negative_rate:0.994 true_positive:4980 true_negative:1238 false_positive:7 false_negative:29851 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.110 true_negative_rate:0.996 true_positive:3846 true_negative:1240 false_positive:5 false_negative:30985 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2682 true_negative:1245 false_positive:0 false_negative:32149 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1713 true_negative:1245 false_positive:0 false_negative:33118 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1246 true_negative:1245 false_positive:0 false_negative:33585 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:975 true_negative:1245 false_positive:0 false_negative:33856 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:665 true_negative:1245 false_positive:0 false_negative:34166 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:214 true_negative:1245 false_positive:0 false_negative:34617 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:1245 false_positive:0 false_negative:34789 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1245 false_positive:0 false_negative:34819 
fhw_ocount_60_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1245 false_positive:0 false_negative:34830 
