fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.000 precision:0.980 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:716 false_negative:0 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.050 precision:0.984 recall:0.934 true_negative_rate:0.264 true_positive:32542 true_negative:189 false_positive:527 false_negative:2289 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.100 precision:0.994 recall:0.780 true_negative_rate:0.782 true_positive:27182 true_negative:560 false_positive:156 false_negative:7649 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.150 precision:0.998 recall:0.593 true_negative_rate:0.955 true_positive:20666 true_negative:684 false_positive:32 false_negative:14165 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.464 true_negative_rate:0.980 true_positive:16152 true_negative:702 false_positive:14 false_negative:18679 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.387 true_negative_rate:0.989 true_positive:13466 true_negative:708 false_positive:8 false_negative:21365 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.325 true_negative_rate:0.996 true_positive:11337 true_negative:713 false_positive:3 false_negative:23494 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:0.997 true_positive:9431 true_negative:714 false_positive:2 false_negative:25400 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:1.000 true_positive:7828 true_negative:716 false_positive:0 false_negative:27003 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6421 true_negative:716 false_positive:0 false_negative:28410 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4975 true_negative:716 false_positive:0 false_negative:29856 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3849 true_negative:716 false_positive:0 false_negative:30982 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2663 true_negative:716 false_positive:0 false_negative:32168 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1688 true_negative:716 false_positive:0 false_negative:33143 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1241 true_negative:716 false_positive:0 false_negative:33590 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:967 true_negative:716 false_positive:0 false_negative:33864 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:670 true_negative:716 false_positive:0 false_negative:34161 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:211 true_negative:716 false_positive:0 false_negative:34620 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:47 true_negative:716 false_positive:0 false_negative:34784 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:716 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_6_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:716 false_positive:0 false_negative:34830 
