fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.000 precision:0.991 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:345 false_negative:0 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.050 precision:0.994 recall:0.977 true_negative_rate:0.423 true_positive:35632 true_negative:146 false_positive:199 false_negative:833 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.100 precision:0.997 recall:0.909 true_negative_rate:0.687 true_positive:33136 true_negative:237 false_positive:108 false_negative:3329 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.150 precision:0.998 recall:0.775 true_negative_rate:0.838 true_positive:28259 true_negative:289 false_positive:56 false_negative:8206 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.611 true_negative_rate:0.893 true_positive:22262 true_negative:308 false_positive:37 false_negative:14203 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.478 true_negative_rate:0.959 true_positive:17445 true_negative:331 false_positive:14 false_negative:19020 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.372 true_negative_rate:0.980 true_positive:13563 true_negative:338 false_positive:7 false_negative:22902 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.275 true_negative_rate:0.997 true_positive:10014 true_negative:344 false_positive:1 false_negative:26451 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.196 true_negative_rate:0.997 true_positive:7145 true_negative:344 false_positive:1 false_negative:29320 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:5034 true_negative:345 false_positive:0 false_negative:31431 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:3476 true_negative:345 false_positive:0 false_negative:32989 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2326 true_negative:345 false_positive:0 false_negative:34139 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1361 true_negative:345 false_positive:0 false_negative:35104 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:636 true_negative:345 false_positive:0 false_negative:35829 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:254 true_negative:345 false_positive:0 false_negative:36211 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:120 true_negative:345 false_positive:0 false_negative:36345 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:54 true_negative:345 false_positive:0 false_negative:36411 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:345 false_positive:0 false_negative:36437 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:345 false_positive:0 false_negative:36449 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:345 false_positive:0 false_negative:36458 
fr079_ocount_80_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:345 false_positive:0 false_negative:36464 
