edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.000 precision:0.375 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:74161 false_negative:0 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.050 precision:0.334 recall:0.770 true_negative_rate:0.077 true_positive:34333 true_negative:5712 false_positive:68449 false_negative:10254 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.100 precision:0.370 recall:0.533 true_negative_rate:0.453 true_positive:23780 true_negative:33604 false_positive:40557 false_negative:20807 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.150 precision:0.569 recall:0.358 true_negative_rate:0.837 true_positive:15967 true_negative:62080 false_positive:12081 false_negative:28620 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.200 precision:0.873 recall:0.247 true_negative_rate:0.978 true_positive:11008 true_negative:72560 false_positive:1601 false_negative:33579 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.250 precision:0.971 recall:0.177 true_negative_rate:0.997 true_positive:7888 true_negative:73928 false_positive:233 false_negative:36699 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.135 true_negative_rate:1.000 true_positive:5999 true_negative:74148 false_positive:13 false_negative:38588 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.109 true_negative_rate:1.000 true_positive:4874 true_negative:74157 false_positive:4 false_negative:39713 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4025 true_negative:74161 false_positive:0 false_negative:40562 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.083 true_negative_rate:1.000 true_positive:3680 true_negative:74161 false_positive:0 false_negative:40907 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:3404 true_negative:74161 false_positive:0 false_negative:41183 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:3166 true_negative:74161 false_positive:0 false_negative:41421 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2997 true_negative:74161 false_positive:0 false_negative:41590 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2656 true_negative:74161 false_positive:0 false_negative:41931 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:976 true_negative:74161 false_positive:0 false_negative:43611 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:408 true_negative:74161 false_positive:0 false_negative:44179 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:38 true_negative:74161 false_positive:0 false_negative:44549 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:74161 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:74161 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:74161 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_34_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:74161 false_positive:0 false_negative:44586 
