fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.982 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:653 false_negative:0 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.992 recall:0.975 true_negative_rate:0.550 true_positive:35546 true_negative:359 false_positive:294 false_negative:919 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.996 recall:0.897 true_negative_rate:0.812 true_positive:32723 true_negative:530 false_positive:123 false_negative:3742 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.753 true_negative_rate:0.937 true_positive:27450 true_negative:612 false_positive:41 false_negative:9015 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.588 true_negative_rate:0.975 true_positive:21445 true_negative:637 false_positive:16 false_negative:15020 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.452 true_negative_rate:0.991 true_positive:16473 true_negative:647 false_positive:6 false_negative:19992 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.341 true_negative_rate:0.995 true_positive:12418 true_negative:650 false_positive:3 false_negative:24047 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.245 true_negative_rate:0.995 true_positive:8929 true_negative:650 false_positive:3 false_negative:27536 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.173 true_negative_rate:1.000 true_positive:6298 true_negative:653 false_positive:0 false_negative:30167 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.121 true_negative_rate:1.000 true_positive:4400 true_negative:653 false_positive:0 false_negative:32065 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:2938 true_negative:653 false_positive:0 false_negative:33527 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1827 true_negative:653 false_positive:0 false_negative:34638 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:918 true_negative:653 false_positive:0 false_negative:35547 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:348 true_negative:653 false_positive:0 false_negative:36117 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:155 true_negative:653 false_positive:0 false_negative:36310 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:69 true_negative:653 false_positive:0 false_negative:36396 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:653 false_positive:0 false_negative:36437 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:653 false_positive:0 false_negative:36450 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:653 false_positive:0 false_negative:36456 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:653 false_positive:0 false_negative:36458 
fr079_ocount_80_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:653 false_positive:0 false_negative:36464 
