edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.000 precision:0.593 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:30648 false_negative:0 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.050 precision:0.586 recall:0.751 true_negative_rate:0.228 true_positive:33463 true_negative:6995 false_positive:23653 false_negative:11124 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.100 precision:0.804 recall:0.483 true_negative_rate:0.829 true_positive:21555 true_negative:25399 false_positive:5249 false_negative:23032 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.150 precision:0.943 recall:0.317 true_negative_rate:0.972 true_positive:14148 true_negative:29793 false_positive:855 false_negative:30439 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.200 precision:0.965 recall:0.228 true_negative_rate:0.988 true_positive:10186 true_negative:30279 false_positive:369 false_negative:34401 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.250 precision:0.975 recall:0.173 true_negative_rate:0.994 true_positive:7696 true_negative:30454 false_positive:194 false_negative:36891 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.300 precision:0.982 recall:0.134 true_negative_rate:0.997 true_positive:5979 true_negative:30541 false_positive:107 false_negative:38608 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.350 precision:0.985 recall:0.112 true_negative_rate:0.998 true_positive:5010 true_negative:30572 false_positive:76 false_negative:39577 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.400 precision:0.988 recall:0.094 true_negative_rate:0.998 true_positive:4173 true_negative:30596 false_positive:52 false_negative:40414 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.450 precision:0.996 recall:0.083 true_negative_rate:1.000 true_positive:3710 true_negative:30633 false_positive:15 false_negative:40877 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:3479 true_negative:30647 false_positive:1 false_negative:41108 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3133 true_negative:30648 false_positive:0 false_negative:41454 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3035 true_negative:30648 false_positive:0 false_negative:41552 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2707 true_negative:30648 false_positive:0 false_negative:41880 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:897 true_negative:30648 false_positive:0 false_negative:43690 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:402 true_negative:30648 false_positive:0 false_negative:44185 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:52 true_negative:30648 false_positive:0 false_negative:44535 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:30648 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:30648 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:30648 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_25_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:30648 false_positive:0 false_negative:44586 
