csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.000 precision:0.918 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1500 false_negative:0 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.050 precision:0.929 recall:0.967 true_negative_rate:0.170 true_positive:16303 true_negative:255 false_positive:1245 false_negative:554 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.100 precision:0.962 recall:0.876 true_negative_rate:0.608 true_positive:14768 true_negative:912 false_positive:588 false_negative:2089 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.150 precision:0.986 recall:0.702 true_negative_rate:0.886 true_positive:11839 true_negative:1329 false_positive:171 false_negative:5018 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.200 precision:0.990 recall:0.511 true_negative_rate:0.945 true_positive:8618 true_negative:1417 false_positive:83 false_negative:8239 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.250 precision:0.994 recall:0.369 true_negative_rate:0.976 true_positive:6212 true_negative:1464 false_positive:36 false_negative:10645 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.276 true_negative_rate:0.987 true_positive:4648 true_negative:1480 false_positive:20 false_negative:12209 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.207 true_negative_rate:0.991 true_positive:3483 true_negative:1487 false_positive:13 false_negative:13374 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.151 true_negative_rate:0.998 true_positive:2547 true_negative:1497 false_positive:3 false_negative:14310 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.107 true_negative_rate:0.999 true_positive:1808 true_negative:1499 false_positive:1 false_negative:15049 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.069 true_negative_rate:0.999 true_positive:1168 true_negative:1499 false_positive:1 false_negative:15689 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.043 true_negative_rate:1.000 true_positive:717 true_negative:1500 false_positive:0 false_negative:16140 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:408 true_negative:1500 false_positive:0 false_negative:16449 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:184 true_negative:1500 false_positive:0 false_negative:16673 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:71 true_negative:1500 false_positive:0 false_negative:16786 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:1500 false_positive:0 false_negative:16829 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:22 true_negative:1500 false_positive:0 false_negative:16835 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:1500 false_positive:0 false_negative:16845 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:1500 false_positive:0 false_negative:16849 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1500 false_positive:0 false_negative:16853 
csail_ocount_140_osize_5_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1500 false_positive:0 false_negative:16856 
