fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.000 precision:0.998 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:76 false_negative:0 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.050 precision:0.999 recall:0.934 true_negative_rate:0.632 true_positive:32528 true_negative:48 false_positive:28 false_negative:2303 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.777 true_negative_rate:0.776 true_positive:27059 true_negative:59 false_positive:17 false_negative:7772 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.591 true_negative_rate:0.921 true_positive:20571 true_negative:70 false_positive:6 false_negative:14260 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.463 true_negative_rate:0.987 true_positive:16115 true_negative:75 false_positive:1 false_negative:18716 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.387 true_negative_rate:1.000 true_positive:13476 true_negative:76 false_positive:0 false_negative:21355 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.322 true_negative_rate:1.000 true_positive:11216 true_negative:76 false_positive:0 false_negative:23615 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.268 true_negative_rate:1.000 true_positive:9336 true_negative:76 false_positive:0 false_negative:25495 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.222 true_negative_rate:1.000 true_positive:7748 true_negative:76 false_positive:0 false_negative:27083 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.182 true_negative_rate:1.000 true_positive:6334 true_negative:76 false_positive:0 false_negative:28497 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:4880 true_negative:76 false_positive:0 false_negative:29951 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:3781 true_negative:76 false_positive:0 false_negative:31050 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:2595 true_negative:76 false_positive:0 false_negative:32236 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1657 true_negative:76 false_positive:0 false_negative:33174 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1231 true_negative:76 false_positive:0 false_negative:33600 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:949 true_negative:76 false_positive:0 false_negative:33882 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:630 true_negative:76 false_positive:0 false_negative:34201 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:180 true_negative:76 false_positive:0 false_negative:34651 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:41 true_negative:76 false_positive:0 false_negative:34790 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:76 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_2_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:76 false_positive:0 false_negative:34830 
