aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.000 precision:0.884 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:4950 false_negative:0 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.050 precision:0.941 recall:0.867 true_negative_rate:0.582 true_positive:32779 true_negative:2880 false_positive:2070 false_negative:5016 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.100 precision:0.989 recall:0.725 true_negative_rate:0.937 true_positive:27387 true_negative:4636 false_positive:314 false_negative:10408 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.150 precision:0.994 recall:0.623 true_negative_rate:0.972 true_positive:23533 true_negative:4812 false_positive:138 false_negative:14262 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.200 precision:0.995 recall:0.543 true_negative_rate:0.981 true_positive:20523 true_negative:4855 false_positive:95 false_negative:17272 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.250 precision:0.997 recall:0.479 true_negative_rate:0.988 true_positive:18102 true_negative:4890 false_positive:60 false_negative:19693 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.300 precision:0.997 recall:0.422 true_negative_rate:0.991 true_positive:15941 true_negative:4903 false_positive:47 false_negative:21854 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.361 true_negative_rate:0.996 true_positive:13639 true_negative:4931 false_positive:19 false_negative:24156 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.291 true_negative_rate:0.999 true_positive:10994 true_negative:4943 false_positive:7 false_negative:26801 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:0.999 true_positive:8778 true_negative:4946 false_positive:4 false_negative:29017 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.185 true_negative_rate:0.999 true_positive:7004 true_negative:4946 false_positive:4 false_negative:30791 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.550 precision:0.999 recall:0.141 true_negative_rate:0.999 true_positive:5340 true_negative:4946 false_positive:4 false_negative:32455 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.600 precision:0.999 recall:0.101 true_negative_rate:0.999 true_positive:3821 true_negative:4946 false_positive:4 false_negative:33974 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.650 precision:0.999 recall:0.069 true_negative_rate:0.999 true_positive:2593 true_negative:4947 false_positive:3 false_negative:35202 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1357 true_negative:4950 false_positive:0 false_negative:36438 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:524 true_negative:4950 false_positive:0 false_negative:37271 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:70 true_negative:4950 false_positive:0 false_negative:37725 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:39 true_negative:4950 false_positive:0 false_negative:37756 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:27 true_negative:4950 false_positive:0 false_negative:37768 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:4950 false_positive:0 false_negative:37783 
aces_publicb_ocount_180_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4950 false_positive:0 false_negative:37794 
