fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.000 precision:0.973 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:416 false_negative:0 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.050 precision:0.980 recall:0.921 true_negative_rate:0.327 true_positive:13721 true_negative:136 false_positive:280 false_negative:1172 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.100 precision:0.996 recall:0.798 true_negative_rate:0.880 true_positive:11887 true_negative:366 false_positive:50 false_negative:3006 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.665 true_negative_rate:0.916 true_positive:9906 true_negative:381 false_positive:35 false_negative:4987 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.553 true_negative_rate:0.976 true_positive:8236 true_negative:406 false_positive:10 false_negative:6657 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.480 true_negative_rate:1.000 true_positive:7145 true_negative:416 false_positive:0 false_negative:7748 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.418 true_negative_rate:1.000 true_positive:6232 true_negative:416 false_positive:0 false_negative:8661 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.377 true_negative_rate:1.000 true_positive:5621 true_negative:416 false_positive:0 false_negative:9272 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.332 true_negative_rate:1.000 true_positive:4949 true_negative:416 false_positive:0 false_negative:9944 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.289 true_negative_rate:1.000 true_positive:4311 true_negative:416 false_positive:0 false_negative:10582 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.258 true_negative_rate:1.000 true_positive:3844 true_negative:416 false_positive:0 false_negative:11049 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.224 true_negative_rate:1.000 true_positive:3343 true_negative:416 false_positive:0 false_negative:11550 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.195 true_negative_rate:1.000 true_positive:2901 true_negative:416 false_positive:0 false_negative:11992 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2309 true_negative:416 false_positive:0 false_negative:12584 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.121 true_negative_rate:1.000 true_positive:1800 true_negative:416 false_positive:0 false_negative:13093 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:1353 true_negative:416 false_positive:0 false_negative:13540 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:909 true_negative:416 false_positive:0 false_negative:13984 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:418 true_negative:416 false_positive:0 false_negative:14475 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:140 true_negative:416 false_positive:0 false_negative:14753 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:35 true_negative:416 false_positive:0 false_negative:14858 
fr101_ocount_20_osize_7_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:416 false_positive:0 false_negative:14892 
