fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.000 precision:0.998 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:85 false_negative:0 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.050 precision:0.999 recall:0.976 true_negative_rate:0.647 true_positive:35606 true_negative:55 false_positive:30 false_negative:859 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.905 true_negative_rate:0.800 true_positive:33001 true_negative:68 false_positive:17 false_negative:3464 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.767 true_negative_rate:0.941 true_positive:27981 true_negative:80 false_positive:5 false_negative:8484 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.602 true_negative_rate:0.988 true_positive:21946 true_negative:84 false_positive:1 false_negative:14519 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.470 true_negative_rate:0.988 true_positive:17145 true_negative:84 false_positive:1 false_negative:19320 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.363 true_negative_rate:1.000 true_positive:13251 true_negative:85 false_positive:0 false_negative:23214 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.265 true_negative_rate:1.000 true_positive:9660 true_negative:85 false_positive:0 false_negative:26805 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.190 true_negative_rate:1.000 true_positive:6913 true_negative:85 false_positive:0 false_negative:29552 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.132 true_negative_rate:1.000 true_positive:4830 true_negative:85 false_positive:0 false_negative:31635 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:3312 true_negative:85 false_positive:0 false_negative:33153 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2190 true_negative:85 false_positive:0 false_negative:34275 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1233 true_negative:85 false_positive:0 false_negative:35232 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:558 true_negative:85 false_positive:0 false_negative:35907 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:220 true_negative:85 false_positive:0 false_negative:36245 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:102 true_negative:85 false_positive:0 false_negative:36363 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:85 false_positive:0 false_negative:36417 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:85 false_positive:0 false_negative:36441 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:85 false_positive:0 false_negative:36451 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:85 false_positive:0 false_negative:36459 
fr079_ocount_20_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:85 false_positive:0 false_negative:36464 
