csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.996 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:68 false_negative:0 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.998 recall:0.968 true_negative_rate:0.500 true_positive:16322 true_negative:34 false_positive:34 false_negative:535 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.871 true_negative_rate:0.691 true_positive:14689 true_negative:47 false_positive:21 false_negative:2168 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.700 true_negative_rate:0.838 true_positive:11793 true_negative:57 false_positive:11 false_negative:5064 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.509 true_negative_rate:0.882 true_positive:8582 true_negative:60 false_positive:8 false_negative:8275 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.366 true_negative_rate:0.956 true_positive:6169 true_negative:65 false_positive:3 false_negative:10688 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.273 true_negative_rate:0.971 true_positive:4601 true_negative:66 false_positive:2 false_negative:12256 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.207 true_negative_rate:1.000 true_positive:3486 true_negative:68 false_positive:0 false_negative:13371 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.152 true_negative_rate:1.000 true_positive:2555 true_negative:68 false_positive:0 false_negative:14302 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:1836 true_negative:68 false_positive:0 false_negative:15021 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:1186 true_negative:68 false_positive:0 false_negative:15671 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.042 true_negative_rate:1.000 true_positive:712 true_negative:68 false_positive:0 false_negative:16145 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:411 true_negative:68 false_positive:0 false_negative:16446 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:193 true_negative:68 false_positive:0 false_negative:16664 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:72 true_negative:68 false_positive:0 false_negative:16785 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:30 true_negative:68 false_positive:0 false_negative:16827 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:68 false_positive:0 false_negative:16836 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:16 true_negative:68 false_positive:0 false_negative:16841 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:68 false_positive:0 false_negative:16849 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:68 false_positive:0 false_negative:16852 
csail_ocount_20_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:68 false_positive:0 false_negative:16856 
