csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.000 precision:0.735 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:6092 false_negative:0 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.050 precision:0.736 recall:0.948 true_negative_rate:0.057 true_positive:15973 true_negative:348 false_positive:5744 false_negative:884 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.100 precision:0.753 recall:0.834 true_negative_rate:0.242 true_positive:14059 true_negative:1472 false_positive:4620 false_negative:2798 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.150 precision:0.806 recall:0.659 true_negative_rate:0.562 true_positive:11105 true_negative:3423 false_positive:2669 false_negative:5752 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.200 precision:0.869 recall:0.486 true_negative_rate:0.798 true_positive:8187 true_negative:4863 false_positive:1229 false_negative:8670 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.250 precision:0.924 recall:0.353 true_negative_rate:0.920 true_positive:5949 true_negative:5605 false_positive:487 false_negative:10908 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.300 precision:0.959 recall:0.265 true_negative_rate:0.969 true_positive:4466 true_negative:5903 false_positive:189 false_negative:12391 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.350 precision:0.988 recall:0.199 true_negative_rate:0.993 true_positive:3354 true_negative:6052 false_positive:40 false_negative:13503 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.400 precision:0.996 recall:0.146 true_negative_rate:0.998 true_positive:2453 true_negative:6082 false_positive:10 false_negative:14404 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.108 true_negative_rate:1.000 true_positive:1817 true_negative:6091 false_positive:1 false_negative:15040 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:1193 true_negative:6092 false_positive:0 false_negative:15664 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.042 true_negative_rate:1.000 true_positive:705 true_negative:6092 false_positive:0 false_negative:16152 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:391 true_negative:6092 false_positive:0 false_negative:16466 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:168 true_negative:6092 false_positive:0 false_negative:16689 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:55 true_negative:6092 false_positive:0 false_negative:16802 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:6092 false_positive:0 false_negative:16831 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:6092 false_positive:0 false_negative:16837 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:6092 false_positive:0 false_negative:16845 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:6092 false_positive:0 false_negative:16851 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:6092 false_positive:0 false_negative:16854 
csail_ocount_140_osize_12_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6092 false_positive:0 false_negative:16856 
