fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.000 precision:0.906 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:3616 false_negative:0 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.050 precision:0.907 recall:0.937 true_negative_rate:0.080 true_positive:32640 true_negative:289 false_positive:3327 false_negative:2191 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.100 precision:0.915 recall:0.788 true_negative_rate:0.298 true_positive:27430 true_negative:1078 false_positive:2538 false_negative:7401 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.150 precision:0.935 recall:0.605 true_negative_rate:0.595 true_positive:21069 true_negative:2153 false_positive:1463 false_negative:13762 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.200 precision:0.967 recall:0.471 true_negative_rate:0.844 true_positive:16399 true_negative:3051 false_positive:565 false_negative:18432 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.250 precision:0.984 recall:0.390 true_negative_rate:0.939 true_positive:13594 true_negative:3395 false_positive:221 false_negative:21237 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.300 precision:0.992 recall:0.325 true_negative_rate:0.975 true_positive:11323 true_negative:3526 false_positive:90 false_negative:23508 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.271 true_negative_rate:0.990 true_positive:9443 true_negative:3581 false_positive:35 false_negative:25388 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.226 true_negative_rate:0.999 true_positive:7879 true_negative:3611 false_positive:5 false_negative:26952 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.182 true_negative_rate:0.999 true_positive:6324 true_negative:3614 false_positive:2 false_negative:28507 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:4922 true_negative:3615 false_positive:1 false_negative:29909 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.108 true_negative_rate:1.000 true_positive:3748 true_negative:3616 false_positive:0 false_negative:31083 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.073 true_negative_rate:1.000 true_positive:2542 true_negative:3616 false_positive:0 false_negative:32289 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.047 true_negative_rate:1.000 true_positive:1648 true_negative:3616 false_positive:0 false_negative:33183 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1219 true_negative:3616 false_positive:0 false_negative:33612 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.026 true_negative_rate:1.000 true_positive:903 true_negative:3616 false_positive:0 false_negative:33928 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:585 true_negative:3616 false_positive:0 false_negative:34246 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:200 true_negative:3616 false_positive:0 false_negative:34631 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:58 true_negative:3616 false_positive:0 false_negative:34773 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3616 false_positive:0 false_negative:34818 
fhw_ocount_60_osize_13_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3616 false_positive:0 false_negative:34830 
