aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.000 precision:0.897 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:4339 false_negative:0 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.050 precision:0.942 recall:0.864 true_negative_rate:0.536 true_positive:32673 true_negative:2324 false_positive:2015 false_negative:5122 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.100 precision:0.986 recall:0.726 true_negative_rate:0.909 true_positive:27433 true_negative:3943 false_positive:396 false_negative:10362 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.150 precision:0.994 recall:0.622 true_negative_rate:0.967 true_positive:23512 true_negative:4194 false_positive:145 false_negative:14283 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.543 true_negative_rate:0.987 true_positive:20519 true_negative:4283 false_positive:56 false_negative:17276 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.480 true_negative_rate:0.991 true_positive:18137 true_negative:4300 false_positive:39 false_negative:19658 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.423 true_negative_rate:0.992 true_positive:15971 true_negative:4306 false_positive:33 false_negative:21824 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.359 true_negative_rate:0.997 true_positive:13579 true_negative:4326 false_positive:13 false_negative:24216 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.289 true_negative_rate:0.999 true_positive:10906 true_negative:4333 false_positive:6 false_negative:26889 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.233 true_negative_rate:0.999 true_positive:8811 true_negative:4334 false_positive:5 false_negative:28984 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.187 true_negative_rate:0.999 true_positive:7052 true_negative:4335 false_positive:4 false_negative:30743 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.550 precision:0.999 recall:0.144 true_negative_rate:0.999 true_positive:5424 true_negative:4335 false_positive:4 false_negative:32371 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.600 precision:0.999 recall:0.103 true_negative_rate:0.999 true_positive:3907 true_negative:4336 false_positive:3 false_negative:33888 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.650 precision:0.999 recall:0.069 true_negative_rate:0.999 true_positive:2611 true_negative:4336 false_positive:3 false_negative:35184 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1392 true_negative:4339 false_positive:0 false_negative:36403 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:541 true_negative:4339 false_positive:0 false_negative:37254 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:67 true_negative:4339 false_positive:0 false_negative:37728 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:38 true_negative:4339 false_positive:0 false_negative:37757 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:4339 false_positive:0 false_negative:37769 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:4339 false_positive:0 false_negative:37782 
aces_publicb_ocount_140_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4339 false_positive:0 false_negative:37794 
