edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.000 precision:0.897 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:5116 false_negative:0 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.050 precision:0.961 recall:0.708 true_negative_rate:0.752 true_positive:31588 true_negative:3846 false_positive:1270 false_negative:12999 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.100 precision:0.991 recall:0.449 true_negative_rate:0.965 true_positive:19999 true_negative:4937 false_positive:179 false_negative:24588 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.150 precision:0.995 recall:0.305 true_negative_rate:0.987 true_positive:13589 true_negative:5048 false_positive:68 false_negative:30998 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.218 true_negative_rate:0.997 true_positive:9712 true_negative:5101 false_positive:15 false_negative:34875 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.166 true_negative_rate:0.999 true_positive:7381 true_negative:5112 false_positive:4 false_negative:37206 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5741 true_negative:5115 false_positive:1 false_negative:38846 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4899 true_negative:5115 false_positive:1 false_negative:39688 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3980 true_negative:5116 false_positive:0 false_negative:40607 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3632 true_negative:5116 false_positive:0 false_negative:40955 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3351 true_negative:5116 false_positive:0 false_negative:41236 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:5116 false_positive:0 false_negative:41479 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3047 true_negative:5116 false_positive:0 false_negative:41540 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2705 true_negative:5116 false_positive:0 false_negative:41882 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:726 true_negative:5116 false_positive:0 false_negative:43861 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:393 true_negative:5116 false_positive:0 false_negative:44194 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:23 true_negative:5116 false_positive:0 false_negative:44564 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5116 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5116 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_14_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5116 false_positive:0 false_negative:44586 
