fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.000 precision:0.988 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:179 false_negative:0 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.050 precision:0.997 recall:0.921 true_negative_rate:0.799 true_positive:13718 true_negative:143 false_positive:36 false_negative:1175 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.799 true_negative_rate:0.966 true_positive:11895 true_negative:173 false_positive:6 false_negative:2998 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.663 true_negative_rate:1.000 true_positive:9876 true_negative:179 false_positive:0 false_negative:5017 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.548 true_negative_rate:1.000 true_positive:8163 true_negative:179 false_positive:0 false_negative:6730 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.479 true_negative_rate:1.000 true_positive:7140 true_negative:179 false_positive:0 false_negative:7753 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.417 true_negative_rate:1.000 true_positive:6211 true_negative:179 false_positive:0 false_negative:8682 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.378 true_negative_rate:1.000 true_positive:5631 true_negative:179 false_positive:0 false_negative:9262 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.331 true_negative_rate:1.000 true_positive:4925 true_negative:179 false_positive:0 false_negative:9968 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:4287 true_negative:179 false_positive:0 false_negative:10606 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.257 true_negative_rate:1.000 true_positive:3825 true_negative:179 false_positive:0 false_negative:11068 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.223 true_negative_rate:1.000 true_positive:3320 true_negative:179 false_positive:0 false_negative:11573 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.193 true_negative_rate:1.000 true_positive:2874 true_negative:179 false_positive:0 false_negative:12019 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2302 true_negative:179 false_positive:0 false_negative:12591 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1777 true_negative:179 false_positive:0 false_negative:13116 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:1347 true_negative:179 false_positive:0 false_negative:13546 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:910 true_negative:179 false_positive:0 false_negative:13983 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:425 true_negative:179 false_positive:0 false_negative:14468 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:151 true_negative:179 false_positive:0 false_negative:14742 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:179 false_positive:0 false_negative:14857 
fr101_ocount_40_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:179 false_positive:0 false_negative:14892 
