fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.000 precision:0.806 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:8393 false_negative:0 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.050 precision:0.801 recall:0.938 true_negative_rate:0.032 true_positive:32682 true_negative:267 false_positive:8126 false_negative:2149 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.100 precision:0.799 recall:0.809 true_negative_rate:0.157 true_positive:28182 true_negative:1320 false_positive:7073 false_negative:6649 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.150 precision:0.836 recall:0.641 true_negative_rate:0.480 true_positive:22319 true_negative:4026 false_positive:4367 false_negative:12512 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.200 precision:0.900 recall:0.495 true_negative_rate:0.771 true_positive:17247 true_negative:6468 false_positive:1925 false_negative:17584 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.250 precision:0.948 recall:0.398 true_negative_rate:0.909 true_positive:13867 true_negative:7626 false_positive:767 false_negative:20964 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.300 precision:0.974 recall:0.330 true_negative_rate:0.964 true_positive:11491 true_negative:8087 false_positive:306 false_negative:23340 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.350 precision:0.984 recall:0.270 true_negative_rate:0.982 true_positive:9411 true_negative:8244 false_positive:149 false_negative:25420 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.400 precision:0.993 recall:0.225 true_negative_rate:0.993 true_positive:7825 true_negative:8335 false_positive:58 false_negative:27006 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.450 precision:0.998 recall:0.182 true_negative_rate:0.998 true_positive:6346 true_negative:8380 false_positive:13 false_negative:28485 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:4824 true_negative:8391 false_positive:2 false_negative:30007 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:3645 true_negative:8393 false_positive:0 false_negative:31186 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.072 true_negative_rate:1.000 true_positive:2509 true_negative:8393 false_positive:0 false_negative:32322 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1676 true_negative:8393 false_positive:0 false_negative:33155 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1249 true_negative:8393 false_positive:0 false_negative:33582 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.026 true_negative_rate:1.000 true_positive:907 true_negative:8393 false_positive:0 false_negative:33924 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:519 true_negative:8393 false_positive:0 false_negative:34312 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:219 true_negative:8393 false_positive:0 false_negative:34612 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:72 true_negative:8393 false_positive:0 false_negative:34759 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:8393 false_positive:0 false_negative:34810 
fhw_ocount_80_osize_16_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8393 false_positive:0 false_negative:34830 
