csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.000 precision:0.880 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2298 false_negative:0 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.050 precision:0.878 recall:0.978 true_negative_rate:0.006 true_positive:16480 true_negative:14 false_positive:2284 false_negative:377 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.100 precision:0.875 recall:0.907 true_negative_rate:0.049 true_positive:15282 true_negative:112 false_positive:2186 false_negative:1575 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.150 precision:0.875 recall:0.769 true_negative_rate:0.197 true_positive:12964 true_negative:452 false_positive:1846 false_negative:3893 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.200 precision:0.892 recall:0.592 true_negative_rate:0.477 true_positive:9977 true_negative:1095 false_positive:1203 false_negative:6880 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.250 precision:0.934 recall:0.431 true_negative_rate:0.775 true_positive:7272 true_negative:1782 false_positive:516 false_negative:9585 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.300 precision:0.970 recall:0.319 true_negative_rate:0.928 true_positive:5371 true_negative:2132 false_positive:166 false_negative:11486 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.350 precision:0.988 recall:0.237 true_negative_rate:0.980 true_positive:3998 true_negative:2251 false_positive:47 false_negative:12859 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.400 precision:0.997 recall:0.173 true_negative_rate:0.997 true_positive:2908 true_negative:2290 false_positive:8 false_negative:13949 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.450 precision:0.997 recall:0.116 true_negative_rate:0.997 true_positive:1959 true_negative:2292 false_positive:6 false_negative:14898 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.500 precision:0.998 recall:0.076 true_negative_rate:0.999 true_positive:1280 true_negative:2295 false_positive:3 false_negative:15577 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.550 precision:0.997 recall:0.046 true_negative_rate:0.999 true_positive:775 true_negative:2296 false_positive:2 false_negative:16082 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:462 true_negative:2298 false_positive:0 false_negative:16395 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:228 true_negative:2298 false_positive:0 false_negative:16629 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:81 true_negative:2298 false_positive:0 false_negative:16776 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:40 true_negative:2298 false_positive:0 false_negative:16817 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:2298 false_positive:0 false_negative:16839 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:2298 false_positive:0 false_negative:16844 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:2298 false_positive:0 false_negative:16849 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:2298 false_positive:0 false_negative:16854 
csail_ocount_40_osize_12_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2298 false_positive:0 false_negative:16856 
