aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.000 precision:0.920 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3303 false_negative:0 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.050 precision:0.934 recall:0.866 true_negative_rate:0.303 true_positive:32731 true_negative:1000 false_positive:2303 false_negative:5064 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.100 precision:0.984 recall:0.723 true_negative_rate:0.862 true_positive:27343 true_negative:2847 false_positive:456 false_negative:10452 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.150 precision:0.992 recall:0.619 true_negative_rate:0.943 true_positive:23403 true_negative:3115 false_positive:188 false_negative:14392 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.543 true_negative_rate:0.968 true_positive:20523 true_negative:3198 false_positive:105 false_negative:17272 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.250 precision:0.996 recall:0.477 true_negative_rate:0.976 true_positive:18043 true_negative:3225 false_positive:78 false_negative:19752 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.422 true_negative_rate:0.984 true_positive:15939 true_negative:3251 false_positive:52 false_negative:21856 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.360 true_negative_rate:0.989 true_positive:13615 true_negative:3267 false_positive:36 false_negative:24180 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.293 true_negative_rate:0.999 true_positive:11056 true_negative:3299 false_positive:4 false_negative:26739 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:1.000 true_positive:8774 true_negative:3303 false_positive:0 false_negative:29021 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.187 true_negative_rate:1.000 true_positive:7052 true_negative:3303 false_positive:0 false_negative:30743 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:5364 true_negative:3303 false_positive:0 false_negative:32431 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.102 true_negative_rate:1.000 true_positive:3864 true_negative:3303 false_positive:0 false_negative:33931 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2574 true_negative:3303 false_positive:0 false_negative:35221 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1384 true_negative:3303 false_positive:0 false_negative:36411 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:504 true_negative:3303 false_positive:0 false_negative:37291 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:3303 false_positive:0 false_negative:37736 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:36 true_negative:3303 false_positive:0 false_negative:37759 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:3303 false_positive:0 false_negative:37771 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3303 false_positive:0 false_negative:37782 
aces_publicb_ocount_60_osize_11_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3303 false_positive:0 false_negative:37794 
