aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.000 precision:0.783 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:10496 false_negative:0 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.050 precision:0.782 recall:0.871 true_negative_rate:0.126 true_positive:32915 true_negative:1327 false_positive:9169 false_negative:4880 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.100 precision:0.887 recall:0.729 true_negative_rate:0.667 true_positive:27568 true_negative:6998 false_positive:3498 false_negative:10227 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.150 precision:0.979 recall:0.619 true_negative_rate:0.953 true_positive:23408 true_negative:10002 false_positive:494 false_negative:14387 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.200 precision:0.993 recall:0.543 true_negative_rate:0.986 true_positive:20535 true_negative:10348 false_positive:148 false_negative:17260 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.480 true_negative_rate:0.991 true_positive:18159 true_negative:10400 false_positive:96 false_negative:19636 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.425 true_negative_rate:0.996 true_positive:16054 true_negative:10457 false_positive:39 false_negative:21741 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.361 true_negative_rate:0.999 true_positive:13649 true_negative:10488 false_positive:8 false_negative:24146 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.292 true_negative_rate:1.000 true_positive:11043 true_negative:10493 false_positive:3 false_negative:26752 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.234 true_negative_rate:1.000 true_positive:8831 true_negative:10495 false_positive:1 false_negative:28964 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:7003 true_negative:10495 false_positive:1 false_negative:30792 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:5369 true_negative:10495 false_positive:1 false_negative:32426 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:3807 true_negative:10495 false_positive:1 false_negative:33988 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:2632 true_negative:10495 false_positive:1 false_negative:35163 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.700 precision:0.999 recall:0.037 true_negative_rate:1.000 true_positive:1395 true_negative:10495 false_positive:1 false_negative:36400 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:558 true_negative:10496 false_positive:0 false_negative:37237 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:80 true_negative:10496 false_positive:0 false_negative:37715 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:10496 false_positive:0 false_negative:37762 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:10496 false_positive:0 false_negative:37769 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:10496 false_positive:0 false_negative:37782 
aces_publicb_ocount_100_osize_17_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10496 false_positive:0 false_negative:37794 
