fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.000 precision:0.987 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:448 false_negative:0 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.050 precision:0.990 recall:0.935 true_negative_rate:0.277 true_positive:32578 true_negative:124 false_positive:324 false_negative:2253 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.100 precision:0.994 recall:0.781 true_negative_rate:0.629 true_positive:27198 true_negative:282 false_positive:166 false_negative:7633 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.595 true_negative_rate:0.875 true_positive:20736 true_negative:392 false_positive:56 false_negative:14095 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.463 true_negative_rate:0.982 true_positive:16127 true_negative:440 false_positive:8 false_negative:18704 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.387 true_negative_rate:1.000 true_positive:13492 true_negative:448 false_positive:0 false_negative:21339 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.326 true_negative_rate:1.000 true_positive:11372 true_negative:448 false_positive:0 false_negative:23459 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:1.000 true_positive:9428 true_negative:448 false_positive:0 false_negative:25403 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:1.000 true_positive:7847 true_negative:448 false_positive:0 false_negative:26984 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6431 true_negative:448 false_positive:0 false_negative:28400 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5023 true_negative:448 false_positive:0 false_negative:29808 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3874 true_negative:448 false_positive:0 false_negative:30957 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:2707 true_negative:448 false_positive:0 false_negative:32124 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1735 true_negative:448 false_positive:0 false_negative:33096 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1252 true_negative:448 false_positive:0 false_negative:33579 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:978 true_negative:448 false_positive:0 false_negative:33853 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:679 true_negative:448 false_positive:0 false_negative:34152 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:227 true_negative:448 false_positive:0 false_negative:34604 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:51 true_negative:448 false_positive:0 false_negative:34780 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:448 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_11_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:448 false_positive:0 false_negative:34830 
