edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.000 precision:0.718 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:17496 false_negative:0 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.050 precision:0.726 recall:0.730 true_negative_rate:0.297 true_positive:32565 true_negative:5203 false_positive:12293 false_negative:12022 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.100 precision:0.895 recall:0.459 true_negative_rate:0.863 true_positive:20478 true_negative:15096 false_positive:2400 false_negative:24109 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.150 precision:0.983 recall:0.312 true_negative_rate:0.986 true_positive:13921 true_negative:17257 false_positive:239 false_negative:30666 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.200 precision:0.994 recall:0.221 true_negative_rate:0.997 true_positive:9871 true_negative:17439 false_positive:57 false_negative:34716 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.170 true_negative_rate:0.999 true_positive:7572 true_negative:17476 false_positive:20 false_negative:37015 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5760 true_negative:17495 false_positive:1 false_negative:38827 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:4933 true_negative:17496 false_positive:0 false_negative:39654 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4005 true_negative:17496 false_positive:0 false_negative:40582 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3621 true_negative:17496 false_positive:0 false_negative:40966 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3331 true_negative:17496 false_positive:0 false_negative:41256 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3118 true_negative:17496 false_positive:0 false_negative:41469 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3044 true_negative:17496 false_positive:0 false_negative:41543 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2710 true_negative:17496 false_positive:0 false_negative:41877 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:843 true_negative:17496 false_positive:0 false_negative:43744 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:403 true_negative:17496 false_positive:0 false_negative:44184 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:17496 false_positive:0 false_negative:44571 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17496 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17496 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17496 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_20_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17496 false_positive:0 false_negative:44586 
