fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.000 precision:0.635 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:8577 false_negative:0 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.050 precision:0.630 recall:0.924 true_negative_rate:0.057 true_positive:13754 true_negative:485 false_positive:8092 false_negative:1139 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.100 precision:0.635 recall:0.817 true_negative_rate:0.184 true_positive:12165 true_negative:1578 false_positive:6999 false_negative:2728 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.150 precision:0.690 recall:0.681 true_negative_rate:0.470 true_positive:10138 true_negative:4028 false_positive:4549 false_negative:4755 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.200 precision:0.817 recall:0.564 true_negative_rate:0.781 true_positive:8400 true_negative:6697 false_positive:1880 false_negative:6493 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.250 precision:0.926 recall:0.493 true_negative_rate:0.932 true_positive:7341 true_negative:7991 false_positive:586 false_negative:7552 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.300 precision:0.979 recall:0.430 true_negative_rate:0.984 true_positive:6399 true_negative:8442 false_positive:135 false_negative:8494 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.350 precision:0.994 recall:0.384 true_negative_rate:0.996 true_positive:5716 true_negative:8543 false_positive:34 false_negative:9177 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.400 precision:0.997 recall:0.338 true_negative_rate:0.998 true_positive:5038 true_negative:8561 false_positive:16 false_negative:9855 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.297 true_negative_rate:1.000 true_positive:4418 true_negative:8573 false_positive:4 false_negative:10475 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.262 true_negative_rate:1.000 true_positive:3897 true_negative:8577 false_positive:0 false_negative:10996 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.227 true_negative_rate:1.000 true_positive:3383 true_negative:8577 false_positive:0 false_negative:11510 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.193 true_negative_rate:1.000 true_positive:2879 true_negative:8577 false_positive:0 false_negative:12014 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.153 true_negative_rate:1.000 true_positive:2275 true_negative:8577 false_positive:0 false_negative:12618 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.124 true_negative_rate:1.000 true_positive:1845 true_negative:8577 false_positive:0 false_negative:13048 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:1416 true_negative:8577 false_positive:0 false_negative:13477 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:988 true_negative:8577 false_positive:0 false_negative:13905 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:489 true_negative:8577 false_positive:0 false_negative:14404 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:136 true_negative:8577 false_positive:0 false_negative:14757 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:25 true_negative:8577 false_positive:0 false_negative:14868 
fr101_ocount_60_osize_21_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8577 false_positive:0 false_negative:14892 
