fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.000 precision:0.829 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:3073 false_negative:0 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.050 precision:0.842 recall:0.927 true_negative_rate:0.156 true_positive:13808 true_negative:480 false_positive:2593 false_negative:1085 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.100 precision:0.927 recall:0.802 true_negative_rate:0.694 true_positive:11940 true_negative:2132 false_positive:941 false_negative:2953 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.150 precision:0.977 recall:0.664 true_negative_rate:0.925 true_positive:9885 true_negative:2842 false_positive:231 false_negative:5008 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.200 precision:0.989 recall:0.551 true_negative_rate:0.969 true_positive:8200 true_negative:2979 false_positive:94 false_negative:6693 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.250 precision:0.990 recall:0.480 true_negative_rate:0.977 true_positive:7143 true_negative:3003 false_positive:70 false_negative:7750 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.300 precision:0.993 recall:0.420 true_negative_rate:0.985 true_positive:6256 true_negative:3026 false_positive:47 false_negative:8637 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.350 precision:0.995 recall:0.378 true_negative_rate:0.991 true_positive:5631 true_negative:3045 false_positive:28 false_negative:9262 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.400 precision:0.996 recall:0.331 true_negative_rate:0.994 true_positive:4932 true_negative:3055 false_positive:18 false_negative:9961 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.450 precision:0.998 recall:0.286 true_negative_rate:0.998 true_positive:4259 true_negative:3066 false_positive:7 false_negative:10634 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.251 true_negative_rate:1.000 true_positive:3731 true_negative:3072 false_positive:1 false_negative:11162 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.218 true_negative_rate:1.000 true_positive:3244 true_negative:3073 false_positive:0 false_negative:11649 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:2758 true_negative:3073 false_positive:0 false_negative:12135 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:2195 true_negative:3073 false_positive:0 false_negative:12698 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:1682 true_negative:3073 false_positive:0 false_negative:13211 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:1252 true_negative:3073 false_positive:0 false_negative:13641 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:760 true_negative:3073 false_positive:0 false_negative:14133 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:314 true_negative:3073 false_positive:0 false_negative:14579 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:77 true_negative:3073 false_positive:0 false_negative:14816 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:3073 false_positive:0 false_negative:14879 
fr101_ocount_80_osize_11_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3073 false_positive:0 false_negative:14892 
