aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.996 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:158 false_negative:0 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.999 recall:0.857 true_negative_rate:0.848 true_positive:32396 true_negative:134 false_positive:24 false_negative:5399 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.100 precision:1.000 recall:0.717 true_negative_rate:0.943 true_positive:27111 true_negative:149 false_positive:9 false_negative:10684 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.618 true_negative_rate:0.987 true_positive:23353 true_negative:156 false_positive:2 false_negative:14442 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.987 true_positive:20405 true_negative:156 false_positive:2 false_negative:17390 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:1.000 true_positive:17960 true_negative:158 false_positive:0 false_negative:19835 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15870 true_negative:158 false_positive:0 false_negative:21925 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13488 true_negative:158 false_positive:0 false_negative:24307 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10819 true_negative:158 false_positive:0 false_negative:26976 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8703 true_negative:158 false_positive:0 false_negative:29092 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6955 true_negative:158 false_positive:0 false_negative:30840 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5308 true_negative:158 false_positive:0 false_negative:32487 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3766 true_negative:158 false_positive:0 false_negative:34029 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2524 true_negative:158 false_positive:0 false_negative:35271 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1305 true_negative:158 false_positive:0 false_negative:36490 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:506 true_negative:158 false_positive:0 false_negative:37289 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:158 false_positive:0 false_negative:37735 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:158 false_positive:0 false_negative:37760 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:158 false_positive:0 false_negative:37769 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:158 false_positive:0 false_negative:37783 
aces_publicb_ocount_40_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:158 false_positive:0 false_negative:37794 
