edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.000 precision:0.507 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:43431 false_negative:0 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.050 precision:0.485 recall:0.774 true_negative_rate:0.156 true_positive:34489 true_negative:6788 false_positive:36643 false_negative:10098 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.100 precision:0.618 recall:0.515 true_negative_rate:0.673 true_positive:22974 true_negative:29229 false_positive:14202 false_negative:21613 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.150 precision:0.858 recall:0.333 true_negative_rate:0.943 true_positive:14828 true_negative:40971 false_positive:2460 false_negative:29759 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.200 precision:0.959 recall:0.239 true_negative_rate:0.990 true_positive:10657 true_negative:42978 false_positive:453 false_negative:33930 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.250 precision:0.980 recall:0.175 true_negative_rate:0.996 true_positive:7811 true_negative:43273 false_positive:158 false_negative:36776 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.300 precision:0.987 recall:0.132 true_negative_rate:0.998 true_positive:5906 true_negative:43354 false_positive:77 false_negative:38681 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.350 precision:0.990 recall:0.112 true_negative_rate:0.999 true_positive:4998 true_negative:43382 false_positive:49 false_negative:39589 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.092 true_negative_rate:1.000 true_positive:4083 true_negative:43426 false_positive:5 false_negative:40504 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.083 true_negative_rate:1.000 true_positive:3697 true_negative:43431 false_positive:0 false_negative:40890 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:3385 true_negative:43431 false_positive:0 false_negative:41202 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3131 true_negative:43431 false_positive:0 false_negative:41456 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3027 true_negative:43431 false_positive:0 false_negative:41560 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2769 true_negative:43431 false_positive:0 false_negative:41818 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:879 true_negative:43431 false_positive:0 false_negative:43708 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:386 true_negative:43431 false_positive:0 false_negative:44201 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:39 true_negative:43431 false_positive:0 false_negative:44548 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:43431 false_positive:0 false_negative:44584 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:43431 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:43431 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_26_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:43431 false_positive:0 false_negative:44586 
