edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.000 precision:0.651 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:23896 false_negative:0 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.050 precision:0.642 recall:0.738 true_negative_rate:0.232 true_positive:32924 true_negative:5550 false_positive:18346 false_negative:11663 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.100 precision:0.857 recall:0.463 true_negative_rate:0.856 true_positive:20622 true_negative:20450 false_positive:3446 false_negative:23965 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.150 precision:0.949 recall:0.321 true_negative_rate:0.968 true_positive:14309 true_negative:23121 false_positive:775 false_negative:30278 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.200 precision:0.971 recall:0.230 true_negative_rate:0.987 true_positive:10277 true_negative:23593 false_positive:303 false_negative:34310 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.250 precision:0.989 recall:0.176 true_negative_rate:0.996 true_positive:7833 true_negative:23805 false_positive:91 false_negative:36754 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.136 true_negative_rate:1.000 true_positive:6066 true_negative:23891 false_positive:5 false_negative:38521 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:4992 true_negative:23895 false_positive:1 false_negative:39595 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4002 true_negative:23896 false_positive:0 false_negative:40585 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3648 true_negative:23896 false_positive:0 false_negative:40939 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3314 true_negative:23896 false_positive:0 false_negative:41273 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3129 true_negative:23896 false_positive:0 false_negative:41458 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3041 true_negative:23896 false_positive:0 false_negative:41546 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2686 true_negative:23896 false_positive:0 false_negative:41901 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:829 true_negative:23896 false_positive:0 false_negative:43758 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:372 true_negative:23896 false_positive:0 false_negative:44215 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:41 true_negative:23896 false_positive:0 false_negative:44546 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23896 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23896 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23896 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_21_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23896 false_positive:0 false_negative:44586 
