fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.000 precision:0.914 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1405 false_negative:0 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.050 precision:0.917 recall:0.924 true_negative_rate:0.117 true_positive:13754 true_negative:164 false_positive:1241 false_negative:1139 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.100 precision:0.943 recall:0.806 true_negative_rate:0.485 true_positive:12008 true_negative:682 false_positive:723 false_negative:2885 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.150 precision:0.978 recall:0.671 true_negative_rate:0.841 true_positive:9989 true_negative:1181 false_positive:224 false_negative:4904 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.200 precision:0.992 recall:0.557 true_negative_rate:0.950 true_positive:8294 true_negative:1335 false_positive:70 false_negative:6599 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.481 true_negative_rate:0.968 true_positive:7161 true_negative:1360 false_positive:45 false_negative:7732 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.419 true_negative_rate:0.996 true_positive:6245 true_negative:1399 false_positive:6 false_negative:8648 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.377 true_negative_rate:0.999 true_positive:5610 true_negative:1403 false_positive:2 false_negative:9283 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.331 true_negative_rate:1.000 true_positive:4928 true_negative:1405 false_positive:0 false_negative:9965 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.289 true_negative_rate:1.000 true_positive:4297 true_negative:1405 false_positive:0 false_negative:10596 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.256 true_negative_rate:1.000 true_positive:3814 true_negative:1405 false_positive:0 false_negative:11079 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.224 true_negative_rate:1.000 true_positive:3334 true_negative:1405 false_positive:0 false_negative:11559 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.194 true_negative_rate:1.000 true_positive:2889 true_negative:1405 false_positive:0 false_negative:12004 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2306 true_negative:1405 false_positive:0 false_negative:12587 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1774 true_negative:1405 false_positive:0 false_negative:13119 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:1335 true_negative:1405 false_positive:0 false_negative:13558 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.059 true_negative_rate:1.000 true_positive:884 true_negative:1405 false_positive:0 false_negative:14009 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:412 true_negative:1405 false_positive:0 false_negative:14481 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:144 true_negative:1405 false_positive:0 false_negative:14749 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:1405 false_positive:0 false_negative:14857 
fr101_ocount_20_osize_12_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1405 false_positive:0 false_negative:14892 
