csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.000 precision:0.903 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1821 false_negative:0 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.050 precision:0.902 recall:0.962 true_negative_rate:0.031 true_positive:16210 true_negative:56 false_positive:1765 false_negative:647 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.100 precision:0.903 recall:0.860 true_negative_rate:0.140 true_positive:14499 true_negative:255 false_positive:1566 false_negative:2358 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.150 precision:0.918 recall:0.689 true_negative_rate:0.430 true_positive:11622 true_negative:783 false_positive:1038 false_negative:5235 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.200 precision:0.954 recall:0.502 true_negative_rate:0.774 true_positive:8461 true_negative:1409 false_positive:412 false_negative:8396 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.250 precision:0.980 recall:0.360 true_negative_rate:0.930 true_positive:6073 true_negative:1694 false_positive:127 false_negative:10784 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.300 precision:0.993 recall:0.268 true_negative_rate:0.982 true_positive:4510 true_negative:1788 false_positive:33 false_negative:12347 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.350 precision:0.998 recall:0.193 true_negative_rate:0.997 true_positive:3247 true_negative:1815 false_positive:6 false_negative:13610 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.139 true_negative_rate:0.999 true_positive:2339 true_negative:1820 false_positive:1 false_negative:14518 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:1593 true_negative:1821 false_positive:0 false_negative:15264 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:1021 true_negative:1821 false_positive:0 false_negative:15836 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:567 true_negative:1821 false_positive:0 false_negative:16290 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:324 true_negative:1821 false_positive:0 false_negative:16533 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:120 true_negative:1821 false_positive:0 false_negative:16737 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:44 true_negative:1821 false_positive:0 false_negative:16813 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:1821 false_positive:0 false_negative:16829 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:16 true_negative:1821 false_positive:0 false_negative:16841 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:9 true_negative:1821 false_positive:0 false_negative:16848 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1821 false_positive:0 false_negative:16853 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:1821 false_positive:0 false_negative:16855 
csail_ocount_40_osize_11_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1821 false_positive:0 false_negative:16856 
