aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.000 precision:0.827 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:7929 false_negative:0 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.050 precision:0.806 recall:0.866 true_negative_rate:0.006 true_positive:32728 true_negative:51 false_positive:7878 false_negative:5067 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.100 precision:0.806 recall:0.736 true_negative_rate:0.156 true_positive:27832 true_negative:1236 false_positive:6693 false_negative:9963 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.150 precision:0.843 recall:0.633 true_negative_rate:0.440 true_positive:23943 true_negative:3485 false_positive:4444 false_negative:13852 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.200 precision:0.920 recall:0.546 true_negative_rate:0.773 true_positive:20630 true_negative:6132 false_positive:1797 false_negative:17165 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.250 precision:0.974 recall:0.479 true_negative_rate:0.939 true_positive:18119 true_negative:7445 false_positive:484 false_negative:19676 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.300 precision:0.992 recall:0.422 true_negative_rate:0.984 true_positive:15947 true_negative:7800 false_positive:129 false_negative:21848 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.350 precision:0.993 recall:0.366 true_negative_rate:0.987 true_positive:13827 true_negative:7825 false_positive:104 false_negative:23968 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.400 precision:0.994 recall:0.294 true_negative_rate:0.992 true_positive:11113 true_negative:7863 false_positive:66 false_negative:26682 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.233 true_negative_rate:1.000 true_positive:8824 true_negative:7927 false_positive:2 false_negative:28971 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:7005 true_negative:7927 false_positive:2 false_negative:30790 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5292 true_negative:7927 false_positive:2 false_negative:32503 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:3889 true_negative:7928 false_positive:1 false_negative:33906 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2581 true_negative:7929 false_positive:0 false_negative:35214 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1309 true_negative:7929 false_positive:0 false_negative:36486 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:533 true_negative:7929 false_positive:0 false_negative:37262 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:127 true_negative:7929 false_positive:0 false_negative:37668 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:7929 false_positive:0 false_negative:37762 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:7929 false_positive:0 false_negative:37769 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:7929 false_positive:0 false_negative:37782 
aces_publicb_ocount_20_osize_30_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7929 false_positive:0 false_negative:37794 
