fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.000 precision:0.950 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1821 false_negative:0 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.050 precision:0.952 recall:0.934 true_negative_rate:0.098 true_positive:32541 true_negative:178 false_positive:1643 false_negative:2290 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.100 precision:0.962 recall:0.785 true_negative_rate:0.402 true_positive:27340 true_negative:732 false_positive:1089 false_negative:7491 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.150 precision:0.980 recall:0.603 true_negative_rate:0.759 true_positive:21020 true_negative:1382 false_positive:439 false_negative:13811 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.200 precision:0.990 recall:0.471 true_negative_rate:0.910 true_positive:16409 true_negative:1657 false_positive:164 false_negative:18422 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.250 precision:0.996 recall:0.389 true_negative_rate:0.973 true_positive:13550 true_negative:1772 false_positive:49 false_negative:21281 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.326 true_negative_rate:0.987 true_positive:11351 true_negative:1798 false_positive:23 false_negative:23480 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.270 true_negative_rate:0.993 true_positive:9421 true_negative:1808 false_positive:13 false_negative:25410 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.224 true_negative_rate:0.997 true_positive:7805 true_negative:1816 false_positive:5 false_negative:27026 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:0.999 true_positive:6427 true_negative:1819 false_positive:2 false_negative:28404 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.142 true_negative_rate:0.999 true_positive:4956 true_negative:1820 false_positive:1 false_negative:29875 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3827 true_negative:1821 false_positive:0 false_negative:31004 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2682 true_negative:1821 false_positive:0 false_negative:32149 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1703 true_negative:1821 false_positive:0 false_negative:33128 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1264 true_negative:1821 false_positive:0 false_negative:33567 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:959 true_negative:1821 false_positive:0 false_negative:33872 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:651 true_negative:1821 false_positive:0 false_negative:34180 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:209 true_negative:1821 false_positive:0 false_negative:34622 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:1821 false_positive:0 false_negative:34789 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:11 true_negative:1821 false_positive:0 false_negative:34820 
fhw_ocount_60_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1821 false_positive:0 false_negative:34830 
