aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.957 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1706 false_negative:0 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.985 recall:0.860 true_negative_rate:0.704 true_positive:32499 true_negative:1201 false_positive:505 false_negative:5296 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.997 recall:0.720 true_negative_rate:0.957 true_positive:27212 true_negative:1633 false_positive:73 false_negative:10583 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.619 true_negative_rate:0.975 true_positive:23399 true_negative:1664 false_positive:42 false_negative:14396 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.542 true_negative_rate:0.991 true_positive:20492 true_negative:1691 false_positive:15 false_negative:17303 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:0.998 true_positive:17961 true_negative:1702 false_positive:4 false_negative:19834 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.999 true_positive:15869 true_negative:1705 false_positive:1 false_negative:21926 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:0.999 true_positive:13486 true_negative:1705 false_positive:1 false_negative:24309 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:0.999 true_positive:10850 true_negative:1705 false_positive:1 false_negative:26945 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:0.999 true_positive:8739 true_negative:1705 false_positive:1 false_negative:29056 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:0.999 true_positive:6985 true_negative:1705 false_positive:1 false_negative:30810 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:0.999 true_positive:5315 true_negative:1705 false_positive:1 false_negative:32480 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3782 true_negative:1706 false_positive:0 false_negative:34013 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2522 true_negative:1706 false_positive:0 false_negative:35273 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1312 true_negative:1706 false_positive:0 false_negative:36483 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:504 true_negative:1706 false_positive:0 false_negative:37291 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:1706 false_positive:0 false_negative:37736 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:36 true_negative:1706 false_positive:0 false_negative:37759 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:1706 false_positive:0 false_negative:37769 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1706 false_positive:0 false_negative:37783 
aces_publicb_ocount_80_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1706 false_positive:0 false_negative:37794 
