edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.000 precision:0.875 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:6361 false_negative:0 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.050 precision:0.900 recall:0.719 true_negative_rate:0.439 true_positive:32072 true_negative:2792 false_positive:3569 false_negative:12515 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.100 precision:0.977 recall:0.446 true_negative_rate:0.928 true_positive:19897 true_negative:5900 false_positive:461 false_negative:24690 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.150 precision:0.992 recall:0.308 true_negative_rate:0.984 true_positive:13727 true_negative:6257 false_positive:104 false_negative:30860 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.200 precision:0.996 recall:0.218 true_negative_rate:0.994 true_positive:9729 true_negative:6324 false_positive:37 false_negative:34858 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.169 true_negative_rate:0.998 true_positive:7526 true_negative:6350 false_positive:11 false_negative:37061 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5773 true_negative:6361 false_positive:0 false_negative:38814 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4871 true_negative:6361 false_positive:0 false_negative:39716 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3935 true_negative:6361 false_positive:0 false_negative:40652 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3620 true_negative:6361 false_positive:0 false_negative:40967 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3327 true_negative:6361 false_positive:0 false_negative:41260 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3111 true_negative:6361 false_positive:0 false_negative:41476 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3041 true_negative:6361 false_positive:0 false_negative:41546 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2695 true_negative:6361 false_positive:0 false_negative:41892 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:731 true_negative:6361 false_positive:0 false_negative:43856 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:406 true_negative:6361 false_positive:0 false_negative:44181 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:17 true_negative:6361 false_positive:0 false_negative:44570 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6361 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6361 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6361 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_17_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6361 false_positive:0 false_negative:44586 
