csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.000 precision:0.964 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:637 false_negative:0 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.050 precision:0.964 recall:0.968 true_negative_rate:0.039 true_positive:16326 true_negative:25 false_positive:612 false_negative:531 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.100 precision:0.964 recall:0.870 true_negative_rate:0.152 true_positive:14659 true_negative:97 false_positive:540 false_negative:2198 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.150 precision:0.980 recall:0.696 true_negative_rate:0.628 true_positive:11739 true_negative:400 false_positive:237 false_negative:5118 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.200 precision:0.996 recall:0.509 true_negative_rate:0.942 true_positive:8576 true_negative:600 false_positive:37 false_negative:8281 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.368 true_negative_rate:0.983 true_positive:6202 true_negative:626 false_positive:11 false_negative:10655 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.274 true_negative_rate:0.991 true_positive:4627 true_negative:631 false_positive:6 false_negative:12230 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.207 true_negative_rate:0.998 true_positive:3490 true_negative:636 false_positive:1 false_negative:13367 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.153 true_negative_rate:1.000 true_positive:2583 true_negative:637 false_positive:0 false_negative:14274 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:1831 true_negative:637 false_positive:0 false_negative:15026 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:1188 true_negative:637 false_positive:0 false_negative:15669 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.043 true_negative_rate:1.000 true_positive:717 true_negative:637 false_positive:0 false_negative:16140 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:418 true_negative:637 false_positive:0 false_negative:16439 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:192 true_negative:637 false_positive:0 false_negative:16665 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:68 true_negative:637 false_positive:0 false_negative:16789 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:637 false_positive:0 false_negative:16828 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:637 false_positive:0 false_negative:16837 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:637 false_positive:0 false_negative:16843 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:637 false_positive:0 false_negative:16850 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:637 false_positive:0 false_negative:16852 
csail_ocount_20_osize_10_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:637 false_positive:0 false_negative:16856 
