csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.000 precision:0.877 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2359 false_negative:0 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.050 precision:0.871 recall:0.935 true_negative_rate:0.014 true_positive:15757 true_negative:33 false_positive:2326 false_negative:1100 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.100 precision:0.859 recall:0.808 true_negative_rate:0.048 true_positive:13626 true_negative:114 false_positive:2245 false_negative:3231 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.150 precision:0.852 recall:0.627 true_negative_rate:0.225 true_positive:10568 true_negative:530 false_positive:1829 false_negative:6289 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.200 precision:0.885 recall:0.457 true_negative_rate:0.576 true_positive:7706 true_negative:1358 false_positive:1001 false_negative:9151 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.250 precision:0.940 recall:0.333 true_negative_rate:0.847 true_positive:5608 true_negative:1999 false_positive:360 false_negative:11249 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.300 precision:0.958 recall:0.248 true_negative_rate:0.923 true_positive:4188 true_negative:2177 false_positive:182 false_negative:12669 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.350 precision:0.977 recall:0.185 true_negative_rate:0.969 true_positive:3124 true_negative:2286 false_positive:73 false_negative:13733 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.400 precision:0.986 recall:0.137 true_negative_rate:0.986 true_positive:2311 true_negative:2327 false_positive:32 false_negative:14546 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:1682 true_negative:2359 false_positive:0 false_negative:15175 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:1077 true_negative:2359 false_positive:0 false_negative:15780 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:639 true_negative:2359 false_positive:0 false_negative:16218 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:349 true_negative:2359 false_positive:0 false_negative:16508 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:153 true_negative:2359 false_positive:0 false_negative:16704 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:57 true_negative:2359 false_positive:0 false_negative:16800 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:2359 false_positive:0 false_negative:16831 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:2359 false_positive:0 false_negative:16838 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:2359 false_positive:0 false_negative:16846 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:2359 false_positive:0 false_negative:16851 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:2359 false_positive:0 false_negative:16852 
csail_ocount_20_osize_18_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2359 false_positive:0 false_negative:16856 
