csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.973 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:472 false_negative:0 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.975 recall:0.967 true_negative_rate:0.100 true_positive:16295 true_negative:47 false_positive:425 false_negative:562 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.989 recall:0.866 true_negative_rate:0.650 true_positive:14605 true_negative:307 false_positive:165 false_negative:2252 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.693 true_negative_rate:0.949 true_positive:11680 true_negative:448 false_positive:24 false_negative:5177 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.500 true_negative_rate:0.992 true_positive:8431 true_negative:468 false_positive:4 false_negative:8426 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.362 true_negative_rate:0.998 true_positive:6108 true_negative:471 false_positive:1 false_negative:10749 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.265 true_negative_rate:1.000 true_positive:4468 true_negative:472 false_positive:0 false_negative:12389 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.198 true_negative_rate:1.000 true_positive:3345 true_negative:472 false_positive:0 false_negative:13512 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.145 true_negative_rate:1.000 true_positive:2452 true_negative:472 false_positive:0 false_negative:14405 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:1705 true_negative:472 false_positive:0 false_negative:15152 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:1072 true_negative:472 false_positive:0 false_negative:15785 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:660 true_negative:472 false_positive:0 false_negative:16197 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:376 true_negative:472 false_positive:0 false_negative:16481 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:163 true_negative:472 false_positive:0 false_negative:16694 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:55 true_negative:472 false_positive:0 false_negative:16802 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:472 false_positive:0 false_negative:16832 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:472 false_positive:0 false_negative:16836 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:472 false_positive:0 false_negative:16844 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:472 false_positive:0 false_negative:16851 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:472 false_positive:0 false_negative:16854 
csail_ocount_40_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:472 false_positive:0 false_negative:16856 
