aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.000 precision:0.953 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1845 false_negative:0 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.050 precision:0.980 recall:0.862 true_negative_rate:0.634 true_positive:32589 true_negative:1169 false_positive:676 false_negative:5206 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.100 precision:0.993 recall:0.719 true_negative_rate:0.892 true_positive:27178 true_negative:1645 false_positive:200 false_negative:10617 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.150 precision:0.995 recall:0.620 true_negative_rate:0.932 true_positive:23444 true_negative:1719 false_positive:126 false_negative:14351 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.542 true_negative_rate:0.973 true_positive:20501 true_negative:1795 false_positive:50 false_negative:17294 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.478 true_negative_rate:0.980 true_positive:18077 true_negative:1808 false_positive:37 false_negative:19718 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.421 true_negative_rate:0.989 true_positive:15904 true_negative:1824 false_positive:21 false_negative:21891 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.357 true_negative_rate:0.991 true_positive:13501 true_negative:1829 false_positive:16 false_negative:24294 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.289 true_negative_rate:0.997 true_positive:10908 true_negative:1839 false_positive:6 false_negative:26887 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.231 true_negative_rate:0.997 true_positive:8742 true_negative:1839 false_positive:6 false_negative:29053 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6972 true_negative:1845 false_positive:0 false_negative:30823 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5331 true_negative:1845 false_positive:0 false_negative:32464 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3779 true_negative:1845 false_positive:0 false_negative:34016 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2535 true_negative:1845 false_positive:0 false_negative:35260 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1291 true_negative:1845 false_positive:0 false_negative:36504 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:513 true_negative:1845 false_positive:0 false_negative:37282 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:1845 false_positive:0 false_negative:37735 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:1845 false_positive:0 false_negative:37760 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:1845 false_positive:0 false_negative:37769 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1845 false_positive:0 false_negative:37783 
aces_publicb_ocount_100_osize_7_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1845 false_positive:0 false_negative:37794 
