edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.000 precision:0.536 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:38535 false_negative:0 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.050 precision:0.477 recall:0.744 true_negative_rate:0.054 true_positive:33194 true_negative:2088 false_positive:36447 false_negative:11393 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.100 precision:0.503 recall:0.506 true_negative_rate:0.422 true_positive:22560 true_negative:16261 false_positive:22274 false_negative:22027 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.150 precision:0.744 recall:0.350 true_negative_rate:0.861 true_positive:15588 true_negative:33185 false_positive:5350 false_negative:28999 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.200 precision:0.883 recall:0.242 true_negative_rate:0.963 true_positive:10800 true_negative:37102 false_positive:1433 false_negative:33787 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.250 precision:0.963 recall:0.175 true_negative_rate:0.992 true_positive:7825 true_negative:38233 false_positive:302 false_negative:36762 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.300 precision:0.986 recall:0.137 true_negative_rate:0.998 true_positive:6129 true_negative:38450 false_positive:85 false_negative:38458 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.111 true_negative_rate:1.000 true_positive:4955 true_negative:38521 false_positive:14 false_negative:39632 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:4061 true_negative:38533 false_positive:2 false_negative:40526 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3649 true_negative:38535 false_positive:0 false_negative:40938 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3311 true_negative:38535 false_positive:0 false_negative:41276 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:3170 true_negative:38535 false_positive:0 false_negative:41417 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3058 true_negative:38535 false_positive:0 false_negative:41529 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2690 true_negative:38535 false_positive:0 false_negative:41897 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:841 true_negative:38535 false_positive:0 false_negative:43746 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:358 true_negative:38535 false_positive:0 false_negative:44229 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:77 true_negative:38535 false_positive:0 false_negative:44510 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:38535 false_positive:0 false_negative:44584 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38535 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38535 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_35_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:38535 false_positive:0 false_negative:44586 
