edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.000 precision:0.554 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:35823 false_negative:0 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.050 precision:0.501 recall:0.754 true_negative_rate:0.067 true_positive:33635 true_negative:2387 false_positive:33436 false_negative:10952 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.100 precision:0.529 recall:0.499 true_negative_rate:0.448 true_positive:22257 true_negative:16033 false_positive:19790 false_negative:22330 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.150 precision:0.776 recall:0.336 true_negative_rate:0.880 true_positive:14973 true_negative:31511 false_positive:4312 false_negative:29614 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.200 precision:0.951 recall:0.231 true_negative_rate:0.985 true_positive:10281 true_negative:35294 false_positive:529 false_negative:34306 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.250 precision:0.989 recall:0.175 true_negative_rate:0.998 true_positive:7795 true_negative:35736 false_positive:87 false_negative:36792 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.300 precision:0.995 recall:0.133 true_negative_rate:0.999 true_positive:5924 true_negative:35795 false_positive:28 false_negative:38663 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.111 true_negative_rate:1.000 true_positive:4959 true_negative:35812 false_positive:11 false_negative:39628 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.093 true_negative_rate:1.000 true_positive:4126 true_negative:35820 false_positive:3 false_negative:40461 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3637 true_negative:35823 false_positive:0 false_negative:40950 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:3369 true_negative:35823 false_positive:0 false_negative:41218 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:3152 true_negative:35823 false_positive:0 false_negative:41435 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3056 true_negative:35823 false_positive:0 false_negative:41531 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2695 true_negative:35823 false_positive:0 false_negative:41892 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:975 true_negative:35823 false_positive:0 false_negative:43612 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:454 true_negative:35823 false_positive:0 false_negative:44133 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:20 true_negative:35823 false_positive:0 false_negative:44567 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:35823 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:35823 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:35823 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_32_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:35823 false_positive:0 false_negative:44586 
