fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.903 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1591 false_negative:0 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.919 recall:0.922 true_negative_rate:0.243 true_positive:13726 true_negative:386 false_positive:1205 false_negative:1167 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.980 recall:0.802 true_negative_rate:0.845 true_positive:11947 true_negative:1345 false_positive:246 false_negative:2946 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.994 recall:0.664 true_negative_rate:0.962 true_positive:9889 true_negative:1531 false_positive:60 false_negative:5004 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.553 true_negative_rate:0.991 true_positive:8240 true_negative:1576 false_positive:15 false_negative:6653 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.481 true_negative_rate:0.996 true_positive:7169 true_negative:1585 false_positive:6 false_negative:7724 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.419 true_negative_rate:1.000 true_positive:6240 true_negative:1591 false_positive:0 false_negative:8653 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.378 true_negative_rate:1.000 true_positive:5627 true_negative:1591 false_positive:0 false_negative:9266 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.332 true_negative_rate:1.000 true_positive:4941 true_negative:1591 false_positive:0 false_negative:9952 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.290 true_negative_rate:1.000 true_positive:4314 true_negative:1591 false_positive:0 false_negative:10579 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.258 true_negative_rate:1.000 true_positive:3835 true_negative:1591 false_positive:0 false_negative:11058 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.225 true_negative_rate:1.000 true_positive:3352 true_negative:1591 false_positive:0 false_negative:11541 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.195 true_negative_rate:1.000 true_positive:2901 true_negative:1591 false_positive:0 false_negative:11992 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.153 true_negative_rate:1.000 true_positive:2280 true_negative:1591 false_positive:0 false_negative:12613 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1775 true_negative:1591 false_positive:0 false_negative:13118 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:1344 true_negative:1591 false_positive:0 false_negative:13549 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:899 true_negative:1591 false_positive:0 false_negative:13994 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:415 true_negative:1591 false_positive:0 false_negative:14478 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:137 true_negative:1591 false_positive:0 false_negative:14756 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:34 true_negative:1591 false_positive:0 false_negative:14859 
fr101_ocount_60_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1591 false_positive:0 false_negative:14892 
