fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.000 precision:0.889 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1855 false_negative:0 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.050 precision:0.888 recall:0.921 true_negative_rate:0.064 true_positive:13723 true_negative:119 false_positive:1736 false_negative:1170 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.100 precision:0.915 recall:0.795 true_negative_rate:0.408 true_positive:11837 true_negative:756 false_positive:1099 false_negative:3056 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.150 precision:0.983 recall:0.662 true_negative_rate:0.906 true_positive:9866 true_negative:1680 false_positive:175 false_negative:5027 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.541 true_negative_rate:0.989 true_positive:8051 true_negative:1835 false_positive:20 false_negative:6842 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.461 true_negative_rate:0.998 true_positive:6862 true_negative:1852 false_positive:3 false_negative:8031 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.405 true_negative_rate:0.999 true_positive:6037 true_negative:1853 false_positive:2 false_negative:8856 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.366 true_negative_rate:0.999 true_positive:5454 true_negative:1854 false_positive:1 false_negative:9439 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.320 true_negative_rate:1.000 true_positive:4773 true_negative:1855 false_positive:0 false_negative:10120 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.279 true_negative_rate:1.000 true_positive:4151 true_negative:1855 false_positive:0 false_negative:10742 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.243 true_negative_rate:1.000 true_positive:3624 true_negative:1855 false_positive:0 false_negative:11269 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.211 true_negative_rate:1.000 true_positive:3144 true_negative:1855 false_positive:0 false_negative:11749 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.177 true_negative_rate:1.000 true_positive:2630 true_negative:1855 false_positive:0 false_negative:12263 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:2048 true_negative:1855 false_positive:0 false_negative:12845 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:1538 true_negative:1855 false_positive:0 false_negative:13355 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:1095 true_negative:1855 false_positive:0 false_negative:13798 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:574 true_negative:1855 false_positive:0 false_negative:14319 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:214 true_negative:1855 false_positive:0 false_negative:14679 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:69 true_negative:1855 false_positive:0 false_negative:14824 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:1855 false_positive:0 false_negative:14879 
fr101_ocount_20_osize_17_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1855 false_positive:0 false_negative:14892 
