fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.000 precision:0.990 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:355 false_negative:0 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.050 precision:0.995 recall:0.935 true_negative_rate:0.535 true_positive:32576 true_negative:190 false_positive:165 false_negative:2255 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.100 precision:0.997 recall:0.782 true_negative_rate:0.803 true_positive:27254 true_negative:285 false_positive:70 false_negative:7577 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.598 true_negative_rate:0.915 true_positive:20834 true_negative:325 false_positive:30 false_negative:13997 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.468 true_negative_rate:0.941 true_positive:16301 true_negative:334 false_positive:21 false_negative:18530 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.389 true_negative_rate:0.955 true_positive:13561 true_negative:339 false_positive:16 false_negative:21270 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.329 true_negative_rate:0.966 true_positive:11467 true_negative:343 false_positive:12 false_negative:23364 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.274 true_negative_rate:0.975 true_positive:9536 true_negative:346 false_positive:9 false_negative:25295 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.227 true_negative_rate:0.980 true_positive:7918 true_negative:348 false_positive:7 false_negative:26913 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.187 true_negative_rate:0.989 true_positive:6506 true_negative:351 false_positive:4 false_negative:28325 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.145 true_negative_rate:1.000 true_positive:5048 true_negative:355 false_positive:0 false_negative:29783 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3916 true_negative:355 false_positive:0 false_negative:30915 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2785 true_negative:355 false_positive:0 false_negative:32046 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1773 true_negative:355 false_positive:0 false_negative:33058 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1296 true_negative:355 false_positive:0 false_negative:33535 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:990 true_negative:355 false_positive:0 false_negative:33841 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:703 true_negative:355 false_positive:0 false_negative:34128 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:262 true_negative:355 false_positive:0 false_negative:34569 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:355 false_positive:0 false_negative:34766 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:355 false_positive:0 false_negative:34816 
fhw_ocount_80_osize_3_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:355 false_positive:0 false_negative:34830 
