aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.000 precision:0.910 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3745 false_negative:0 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.050 precision:0.927 recall:0.862 true_negative_rate:0.317 true_positive:32592 true_negative:1189 false_positive:2556 false_negative:5203 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.100 precision:0.985 recall:0.723 true_negative_rate:0.888 true_positive:27330 true_negative:3327 false_positive:418 false_negative:10465 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.150 precision:0.991 recall:0.626 true_negative_rate:0.945 true_positive:23659 true_negative:3539 false_positive:206 false_negative:14136 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.200 precision:0.995 recall:0.546 true_negative_rate:0.972 true_positive:20633 true_negative:3639 false_positive:106 false_negative:17162 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.480 true_negative_rate:0.986 true_positive:18149 true_negative:3692 false_positive:53 false_negative:19646 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.424 true_negative_rate:0.991 true_positive:16034 true_negative:3710 false_positive:35 false_negative:21761 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.363 true_negative_rate:0.995 true_positive:13713 true_negative:3726 false_positive:19 false_negative:24082 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.293 true_negative_rate:0.998 true_positive:11075 true_negative:3737 false_positive:8 false_negative:26720 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.235 true_negative_rate:0.999 true_positive:8863 true_negative:3740 false_positive:5 false_negative:28932 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.187 true_negative_rate:0.999 true_positive:7066 true_negative:3743 false_positive:2 false_negative:30729 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.143 true_negative_rate:0.999 true_positive:5413 true_negative:3743 false_positive:2 false_negative:32382 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.600 precision:0.999 recall:0.103 true_negative_rate:0.999 true_positive:3895 true_negative:3743 false_positive:2 false_negative:33900 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:2674 true_negative:3744 false_positive:1 false_negative:35121 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1395 true_negative:3745 false_positive:0 false_negative:36400 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:548 true_negative:3745 false_positive:0 false_negative:37247 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:94 true_negative:3745 false_positive:0 false_negative:37701 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:38 true_negative:3745 false_positive:0 false_negative:37757 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3745 false_positive:0 false_negative:37769 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3745 false_positive:0 false_negative:37782 
aces_publicb_ocount_80_osize_12_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3745 false_positive:0 false_negative:37794 
