aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.000 precision:0.921 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3255 false_negative:0 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.050 precision:0.950 recall:0.865 true_negative_rate:0.475 true_positive:32680 true_negative:1546 false_positive:1709 false_negative:5115 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.100 precision:0.991 recall:0.724 true_negative_rate:0.927 true_positive:27355 true_negative:3016 false_positive:239 false_negative:10440 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.150 precision:0.994 recall:0.624 true_negative_rate:0.959 true_positive:23566 true_negative:3120 false_positive:135 false_negative:14229 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.200 precision:0.996 recall:0.542 true_negative_rate:0.977 true_positive:20500 true_negative:3179 false_positive:76 false_negative:17295 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.481 true_negative_rate:0.984 true_positive:18194 true_negative:3203 false_positive:52 false_negative:19601 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.423 true_negative_rate:0.995 true_positive:15974 true_negative:3240 false_positive:15 false_negative:21821 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.358 true_negative_rate:0.998 true_positive:13518 true_negative:3247 false_positive:8 false_negative:24277 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.290 true_negative_rate:0.998 true_positive:10957 true_negative:3249 false_positive:6 false_negative:26838 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.233 true_negative_rate:0.998 true_positive:8803 true_negative:3249 false_positive:6 false_negative:28992 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.187 true_negative_rate:0.998 true_positive:7081 true_negative:3249 false_positive:6 false_negative:30714 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.143 true_negative_rate:0.999 true_positive:5403 true_negative:3253 false_positive:2 false_negative:32392 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:3821 true_negative:3255 false_positive:0 false_negative:33974 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2586 true_negative:3255 false_positive:0 false_negative:35209 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1385 true_negative:3255 false_positive:0 false_negative:36410 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:554 true_negative:3255 false_positive:0 false_negative:37241 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:73 true_negative:3255 false_positive:0 false_negative:37722 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:41 true_negative:3255 false_positive:0 false_negative:37754 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3255 false_positive:0 false_negative:37769 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3255 false_positive:0 false_negative:37782 
aces_publicb_ocount_100_osize_9_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3255 false_positive:0 false_negative:37794 
