csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.000 precision:0.895 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1971 false_negative:0 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.050 precision:0.891 recall:0.941 true_negative_rate:0.016 true_positive:15862 true_negative:31 false_positive:1940 false_negative:995 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.100 precision:0.882 recall:0.811 true_negative_rate:0.071 true_positive:13677 true_negative:140 false_positive:1831 false_negative:3180 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.150 precision:0.864 recall:0.612 true_negative_rate:0.176 true_positive:10316 true_negative:347 false_positive:1624 false_negative:6541 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.200 precision:0.908 recall:0.440 true_negative_rate:0.616 true_positive:7425 true_negative:1215 false_positive:756 false_negative:9432 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.250 precision:0.956 recall:0.318 true_negative_rate:0.874 true_positive:5365 true_negative:1723 false_positive:248 false_negative:11492 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.300 precision:0.982 recall:0.238 true_negative_rate:0.962 true_positive:4007 true_negative:1897 false_positive:74 false_negative:12850 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.181 true_negative_rate:0.998 true_positive:3043 true_negative:1967 false_positive:4 false_negative:13814 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.133 true_negative_rate:1.000 true_positive:2242 true_negative:1971 false_positive:0 false_negative:14615 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:1601 true_negative:1971 false_positive:0 false_negative:15256 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:1022 true_negative:1971 false_positive:0 false_negative:15835 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:584 true_negative:1971 false_positive:0 false_negative:16273 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:321 true_negative:1971 false_positive:0 false_negative:16536 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:114 true_negative:1971 false_positive:0 false_negative:16743 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:43 true_negative:1971 false_positive:0 false_negative:16814 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:1971 false_positive:0 false_negative:16832 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:1971 false_positive:0 false_negative:16839 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:1971 false_positive:0 false_negative:16847 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1971 false_positive:0 false_negative:16852 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1971 false_positive:0 false_negative:16854 
csail_ocount_20_osize_15_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1971 false_positive:0 false_negative:16856 
