edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.000 precision:0.954 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:2162 false_negative:0 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.050 precision:0.968 recall:0.706 true_negative_rate:0.525 true_positive:31471 true_negative:1136 false_positive:1026 false_negative:13116 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.100 precision:0.987 recall:0.447 true_negative_rate:0.882 true_positive:19948 true_negative:1906 false_positive:256 false_negative:24639 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.150 precision:0.989 recall:0.306 true_negative_rate:0.932 true_positive:13658 true_negative:2015 false_positive:147 false_negative:30929 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.221 true_negative_rate:0.976 true_positive:9850 true_negative:2110 false_positive:52 false_negative:34737 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.250 precision:0.995 recall:0.167 true_negative_rate:0.983 true_positive:7429 true_negative:2125 false_positive:37 false_negative:37158 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.129 true_negative_rate:0.989 true_positive:5748 true_negative:2139 false_positive:23 false_negative:38839 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.110 true_negative_rate:0.993 true_positive:4919 true_negative:2147 false_positive:15 false_negative:39668 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.400 precision:0.996 recall:0.090 true_negative_rate:0.993 true_positive:4021 true_negative:2147 false_positive:15 false_negative:40566 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.082 true_negative_rate:0.998 true_positive:3652 true_negative:2157 false_positive:5 false_negative:40935 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3364 true_negative:2162 false_positive:0 false_negative:41223 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:2162 false_positive:0 false_negative:41478 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:2162 false_positive:0 false_negative:41537 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2697 true_negative:2162 false_positive:0 false_negative:41890 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:686 true_negative:2162 false_positive:0 false_negative:43901 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:410 true_negative:2162 false_positive:0 false_negative:44177 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:2162 false_positive:0 false_negative:44573 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2162 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2162 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2162 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2162 false_positive:0 false_negative:44586 
