edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.000 precision:0.858 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:7387 false_negative:0 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.050 precision:0.857 recall:0.706 true_negative_rate:0.286 true_positive:31474 true_negative:2116 false_positive:5271 false_negative:13113 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.100 precision:0.952 recall:0.446 true_negative_rate:0.863 true_positive:19903 true_negative:6373 false_positive:1014 false_negative:24684 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.150 precision:0.989 recall:0.303 true_negative_rate:0.980 true_positive:13531 true_negative:7240 false_positive:147 false_negative:31056 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.219 true_negative_rate:0.998 true_positive:9759 true_negative:7369 false_positive:18 false_negative:34828 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:7397 true_negative:7387 false_positive:0 false_negative:37190 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5795 true_negative:7387 false_positive:0 false_negative:38792 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.108 true_negative_rate:1.000 true_positive:4826 true_negative:7387 false_positive:0 false_negative:39761 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3907 true_negative:7387 false_positive:0 false_negative:40680 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3599 true_negative:7387 false_positive:0 false_negative:40988 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3315 true_negative:7387 false_positive:0 false_negative:41272 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3103 true_negative:7387 false_positive:0 false_negative:41484 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3020 true_negative:7387 false_positive:0 false_negative:41567 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2689 true_negative:7387 false_positive:0 false_negative:41898 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:710 true_negative:7387 false_positive:0 false_negative:43877 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:395 true_negative:7387 false_positive:0 false_negative:44192 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:11 true_negative:7387 false_positive:0 false_negative:44576 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:7387 false_positive:0 false_negative:44583 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7387 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7387 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_23_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7387 false_positive:0 false_negative:44586 
