csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.000 precision:0.958 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:742 false_negative:0 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.050 precision:0.973 recall:0.946 true_negative_rate:0.411 true_positive:15950 true_negative:305 false_positive:437 false_negative:907 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.100 precision:0.987 recall:0.810 true_negative_rate:0.755 true_positive:13655 true_negative:560 false_positive:182 false_negative:3202 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.150 precision:0.992 recall:0.604 true_negative_rate:0.888 true_positive:10189 true_negative:659 false_positive:83 false_negative:6668 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.200 precision:0.995 recall:0.429 true_negative_rate:0.947 true_positive:7228 true_negative:703 false_positive:39 false_negative:9629 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.314 true_negative_rate:0.989 true_positive:5298 true_negative:734 false_positive:8 false_negative:11559 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.241 true_negative_rate:0.996 true_positive:4065 true_negative:739 false_positive:3 false_negative:12792 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.184 true_negative_rate:0.996 true_positive:3109 true_negative:739 false_positive:3 false_negative:13748 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.136 true_negative_rate:0.999 true_positive:2290 true_negative:741 false_positive:1 false_negative:14567 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:1678 true_negative:742 false_positive:0 false_negative:15179 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.063 true_negative_rate:1.000 true_positive:1064 true_negative:742 false_positive:0 false_negative:15793 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:605 true_negative:742 false_positive:0 false_negative:16252 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:348 true_negative:742 false_positive:0 false_negative:16509 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:135 true_negative:742 false_positive:0 false_negative:16722 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:42 true_negative:742 false_positive:0 false_negative:16815 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:742 false_positive:0 false_negative:16828 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:742 false_positive:0 false_negative:16837 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:742 false_positive:0 false_negative:16845 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:742 false_positive:0 false_negative:16851 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:742 false_positive:0 false_negative:16853 
csail_ocount_80_osize_4_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:742 false_positive:0 false_negative:16856 
